#morphology, embedding, biophyiscal_model_id, ongoing_inhibition_scaling, stimulus, inhibitory_timeshift, evoked_inhibition_scaling
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,-1,1.0
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,0,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,0,2.0,C_2,-1,0.6
WR64_Cell8,B1border,0,2.0,C_2,-2,0.6
WR64_Cell8,B1border,0,2.0,C_2,0,0.6
WR64_Cell8,B1border,0,2.0,C_2,0,0.7
WR64_Cell8,B1border,0,2.0,C_2,0,0.8
WR64_Cell8,B1border,0,2.0,C_2,0,0.9
WR64_Cell8,B1border,0,2.0,C_2,0,1.0
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,-2,1.0
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,0,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,0,2.25,C_2,-1,0.6
WR64_Cell8,B1border,0,2.25,C_2,-2,0.6
WR64_Cell8,B1border,0,2.25,C_2,-2,0.7
WR64_Cell8,B1border,0,2.25,C_2,0,0.7
WR64_Cell8,B1border,0,2.25,C_2,0,0.8
WR64_Cell8,B1border,0,2.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,0,2.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,0,2.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,0,2.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,0,2.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,0,2.5,C_2,-1,0.7
WR64_Cell8,B1border,0,2.5,C_2,-2,0.6
WR64_Cell8,B1border,0,2.5,C_2,0,0.6
WR64_Cell8,B1border,0,2.5,C_2,0,0.7
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,0,2.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,0,2.75,C_2,0,0.6
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,0,3.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,0,3.0,C_2,-1,0.6
WR64_Cell8,B1border,0,3.0,C_2,0,0.6
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,-1,0.7
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,1,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,1,1.75,C_2,-2,0.6
WR64_Cell8,B1border,1,1.75,C_2,0,0.6
WR64_Cell8,B1border,1,1.75,C_2,0,0.8
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,1,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,1,2.0,C_2,-1,0.6
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3,-1,1.0
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,10,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,10,1.5,C_2,-1,0.6
WR64_Cell8,B1border,10,1.5,C_2,-1,0.7
WR64_Cell8,B1border,10,1.5,C_2,0,0.6
WR64_Cell8,B1border,10,1.5,C_2,0,0.7
WR64_Cell8,B1border,10,1.5,C_2,0,1.0
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,10,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,10,1.75,C_2,-1,0.6
WR64_Cell8,B1border,10,1.75,C_2,0,0.6
WR64_Cell8,B1border,10,1.75,C_2,0,0.7
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,-2,0.9
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,11,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,11,1.5,C_2,-1,0.6
WR64_Cell8,B1border,11,1.5,C_2,0,0.6
WR64_Cell8,B1border,11,1.5,C_2,0,0.7
WR64_Cell8,B1border,11,1.5,C_2,0,0.8
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,-2,0.9
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,-2,1.0
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,11,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,11,1.75,C_2,-1,0.6
WR64_Cell8,B1border,11,1.75,C_2,0,0.7
WR64_Cell8,B1border,11,1.75,C_2,0,0.8
WR64_Cell8,B1border,11,1.75,C_2,0,1.0
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,11,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,11,2.0,C_2,-1,0.6
WR64_Cell8,B1border,11,2.0,C_2,-2,0.6
WR64_Cell8,B1border,11,2.0,C_2,0,0.6
WR64_Cell8,B1border,11,2.0,C_2,0,0.7
WR64_Cell8,B1border,11,2.25,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,11,2.25,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,11,2.25,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,11,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,11,2.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,11,2.25,C_2,-1,0.6
WR64_Cell8,B1border,11,2.25,C_2,0,0.6
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,-1,1.0
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,12,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,12,1.5,C_2,-1,0.7
WR64_Cell8,B1border,12,1.5,C_2,-1,1.0
WR64_Cell8,B1border,12,1.5,C_2,0,0.6
WR64_Cell8,B1border,12,1.5,C_2,0,0.7
WR64_Cell8,B1border,12,1.5,C_2,0,0.9
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,12,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,12,1.75,C_2,-1,0.6
WR64_Cell8,B1border,12,1.75,C_2,0,0.6
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,12,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,12,2.0,C_2,0,0.6
WR64_Cell8,B1border,13,2.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,13,2.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,13,2.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,13,2.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,13,2.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,13,2.75,C_2,0,0.6
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,14,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,14,1.5,C_2,0,0.6
WR64_Cell8,B1border,14,1.5,C_2,0,0.7
WR64_Cell8,B1border,14,1.5,C_2,0,0.8
WR64_Cell8,B1border,14,1.5,C_2,0,0.9
WR64_Cell8,B1border,14,1.5,C_2,0,1.0
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,14,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,14,1.75,C_2,-1,0.9
WR64_Cell8,B1border,14,1.75,C_2,0,0.6
WR64_Cell8,B1border,14,1.75,C_2,0,0.7
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,14,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,14,2.0,C_2,-1,0.6
WR64_Cell8,B1border,14,2.0,C_2,0,0.6
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,15,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,15,1.75,C_2,-1,0.6
WR64_Cell8,B1border,15,1.75,C_2,0,0.6
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3,-1,0.9
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,15,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,15,2.0,C_2,-1,0.6
WR64_Cell8,B1border,15,2.0,C_2,0,0.6
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,-1,1.0
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,16,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,16,1.5,C_2,-1,0.6
WR64_Cell8,B1border,16,1.5,C_2,-1,0.7
WR64_Cell8,B1border,16,1.5,C_2,-1,1.0
WR64_Cell8,B1border,16,1.5,C_2,-2,0.6
WR64_Cell8,B1border,16,1.5,C_2,0,0.6
WR64_Cell8,B1border,16,1.5,C_2,0,0.7
WR64_Cell8,B1border,16,1.5,C_2,0,0.9
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,16,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,16,1.75,C_2,-1,0.6
WR64_Cell8,B1border,16,1.75,C_2,0,0.6
WR64_Cell8,B1border,16,1.75,C_2,0,0.7
WR64_Cell8,B1border,16,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,16,2.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,16,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,B1border,16,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,B1border,16,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,B1border,16,2.0,C_2,0,0.6
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,B1border,17,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,B1border,17,1.0,C_2,-1,0.4
WR64_Cell8,B1border,17,1.0,C_2,-1,0.6
WR64_Cell8,B1border,17,1.0,C_2,-2,0.4
WR64_Cell8,B1border,17,1.0,C_2,0,0.6
WR64_Cell8,B1border,17,1.0,C_2,0,0.9
WR64_Cell8,B1border,17,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,B1border,17,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,B1border,17,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,B1border,17,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,17,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,B1border,17,1.25,C_2,-1,0.4
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,17,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,B1border,17,1.5,C_2,-1,0.4
WR64_Cell8,B1border,17,1.5,C_2,-2,0.4
WR64_Cell8,B1border,17,1.5,C_2,0,0.4
WR64_Cell8,B1border,17,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,B1border,17,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,17,1.75,C_2,-1,0.4
WR64_Cell8,B1border,17,1.75,C_2,-2,0.4
WR64_Cell8,B1border,17,1.75,C_2,0,0.4
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.6
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.6
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,B1border,18,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,B1border,18,1.0,C_2,-1,0.3
WR64_Cell8,B1border,18,1.0,C_2,-2,0.3
WR64_Cell8,B1border,18,1.0,C_2,0,0.4
WR64_Cell8,B1border,18,1.0,C_2,0,0.7
WR64_Cell8,B1border,18,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,B1border,18,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.6
WR64_Cell8,B1border,18,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,18,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,B1border,18,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,18,1.25,C_2,-2,0.3
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3,-2,0.4
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.6
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,B1border,19,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,B1border,19,1.0,C_2,-1,0.3
WR64_Cell8,B1border,19,1.0,C_2,-1,0.4
WR64_Cell8,B1border,19,1.0,C_2,-1,0.6
WR64_Cell8,B1border,19,1.0,C_2,-2,0.3
WR64_Cell8,B1border,19,1.0,C_2,0,0.3
WR64_Cell8,B1border,19,1.0,C_2,0,0.4
WR64_Cell8,B1border,19,1.0,C_2,0,0.6
WR64_Cell8,B1border,19,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.6
WR64_Cell8,B1border,19,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,19,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,B1border,19,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,19,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,B1border,19,1.25,C_2,-2,0.3
WR64_Cell8,B1border,19,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,B1border,19,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,B1border,19,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,B1border,19,1.5,C_2,-1,0.3
WR64_Cell8,B1border,19,1.5,C_2,-2,0.3
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,B1border,2,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
