label:
689
0	-80
0.00138253	-80.0004
0.00276506	-80.0008
0.00558811	-80.0015
0.00841115	-80.0022
0.0137495	-80.0035
0.0190879	-80.0047
0.0325997	-80.0079
0.0461115	-80.0111
0.0596232	-80.0143
0.073135	-80.0174
0.0947693	-80.0224
0.116404	-80.0272
0.138038	-80.0319
0.174874	-80.0396
0.211709	-80.047
0.269377	-80.058
0.327045	-80.0685
0.384713	-80.0783
0.442381	-80.0876
0.500048	-80.0964
0.586966	-80.1088
0.673883	-80.1203
0.760801	-80.131
0.892677	-80.146
1.02455	-80.1597
1.15643	-80.1724
1.42261	-80.1952
1.6888	-80.215
1.95498	-80.2324
2.22117	-80.2477
2.48735	-80.2612
2.75353	-80.2729
3.01972	-80.2831
3.48895	-80.2976
3.95819	-80.3079
4.42743	-80.3142
4.89666	-80.3169
5.3659	-80.3163
6.08051	-80.3096
6.79513	-80.2967
7.50974	-80.2784
8.22436	-80.2555
8.93897	-80.2288
9.65359	-80.1989
10.7551	-80.148
11.8566	-80.0932
12.9581	-80.0361
14.0596	-79.9782
15.1611	-79.9206
16.2627	-79.8641
17.3642	-79.8095
18.4657	-79.7572
19.5672	-79.7077
20.6687	-79.6612
21.7702	-79.6179
22.8717	-79.5779
23.9732	-79.5412
25.0748	-79.508
26.1763	-79.4781
27.2778	-79.4515
28.3793	-79.4281
29.4808	-79.4079
30.5823	-79.3908
31.6838	-79.3765
32.7853	-79.3651
33.8869	-79.3564
35.6744	-79.3476
37.4619	-79.3449
40.2385	-79.3514
43.0151	-79.3691
45.7918	-79.3957
48.5684	-79.4294
51.3451	-79.4682
54.1217	-79.5108
58.5157	-79.5823
62.9097	-79.6554
67.3037	-79.7266
71.6977	-79.7937
78.7086	-79.889
85.7195	-79.9671
92.7305	-80.0278
99.7414	-80.0726
106.752	-80.1038
113.763	-80.1241
120.774	-80.1359
127.785	-80.1417
134.796	-80.1432
141.807	-80.1419
148.818	-80.139
155.829	-80.1352
162.84	-80.1312
169.851	-80.1272
176.862	-80.1236
183.873	-80.1204
190.884	-80.1177
197.894	-80.1155
204.905	-80.1136
211.916	-80.1122
218.927	-80.1111
225.938	-80.1102
232.949	-80.1096
239.96	-80.1092
246.971	-80.1089
253.982	-80.1087
260.993	-80.1087
268.004	-80.1088
275.015	-80.1089
282.026	-80.109
289.037	-80.1091
295	-80.1093
295	-80.1093
295	-80.0817
295	-80.0559
295.001	-80.0108
295.001	-79.9698
295.001	-79.9026
295.002	-79.8115
295.004	-79.6719
295.005	-79.5563
295.007	-79.4551
295.008	-79.3633
295.01	-79.2284
295.013	-79.1063
295.015	-78.9938
295.019	-78.8193
295.023	-78.6599
295.03	-78.3965
295.037	-78.157
295.045	-77.9348
295.052	-77.7268
295.059	-77.5312
295.072	-77.2183
295.084	-76.9296
295.096	-76.6604
295.115	-76.2856
295.134	-75.9399
295.163	-75.4457
295.192	-74.9962
295.222	-74.5825
295.251	-74.1979
295.28	-73.8372
295.33	-73.2719
295.379	-72.7517
295.428	-72.2686
295.478	-71.8163
295.527	-71.3899
295.613	-70.704
295.698	-70.0702
