label:
441
0	-80
0.00138253	-79.9956
0.00276506	-79.9913
0.00558811	-79.9824
0.00841115	-79.9735
0.0137495	-79.9567
0.0190879	-79.9399
0.0325997	-79.8974
0.0461115	-79.8549
0.0596232	-79.8125
0.073135	-79.7702
0.0947693	-79.7025
0.116404	-79.635
0.138038	-79.5677
0.174874	-79.4536
0.211709	-79.34
0.269377	-79.1636
0.327045	-78.9887
0.384713	-78.8154
0.442381	-78.6438
0.500048	-78.4737
0.586966	-78.2203
0.673883	-77.9704
0.760801	-77.724
0.892677	-77.3564
1.02455	-76.9962
1.15643	-76.6432
1.42261	-75.9518
1.6888	-75.2876
1.95498	-74.6498
2.22117	-74.0382
2.48735	-73.4522
2.75353	-72.8916
3.01972	-72.3561
3.48895	-71.4715
3.95819	-70.6604
4.42743	-69.9195
4.89666	-69.2448
5.3659	-68.632
6.08051	-67.8079
6.79513	-67.1019
7.50974	-66.4991
8.22436	-65.986
8.93897	-65.5504
9.65359	-65.1818
10.7551	-64.7238
11.8566	-64.3752
12.9581	-64.1144
14.0596	-63.9247
15.1611	-63.7933
16.2627	-63.7104
17.3642	-63.6686
18.4657	-63.6619
19.5672	-63.6856
20.6687	-63.7357
21.7702	-63.809
22.8717	-63.9024
23.9732	-64.0133
25.0748	-64.1394
26.1763	-64.2783
27.2778	-64.4281
28.3793	-64.5868
29.4808	-64.7526
30.5823	-64.924
31.6838	-65.0995
32.7853	-65.2778
33.8869	-65.4576
35.6744	-65.7503
37.4619	-66.0407
40.2385	-66.4809
43.0151	-66.9006
45.7918	-67.2952
48.5684	-67.6623
51.3451	-68.0013
54.1217	-68.312
58.5157	-68.7479
62.9097	-69.1193
67.3037	-69.4314
71.6977	-69.6898
78.7086	-70.0059
85.7195	-70.2268
92.7305	-70.375
99.7414	-70.4685
106.752	-70.5245
113.763	-70.5575
120.774	-70.5756
127.785	-70.5847
134.796	-70.5886
141.807	-70.5893
148.818	-70.5879
155.829	-70.5865
162.84	-70.5857
169.851	-70.5846
176.862	-70.5838
183.873	-70.5842
190.884	-70.5839
197.894	-70.5831
204.905	-70.5841
211.916	-70.5847
218.927	-70.584
225.938	-70.5833
232.949	-70.5835
239.96	-70.5842
246.971	-70.5852
253.982	-70.5863
260.993	-70.5868
268.004	-70.587
275.015	-70.5876
282.026	-70.5877
289.037	-70.5875
295	-70.5881
295	-70.5881
295	-70.5881
295	-70.5881
295.001	-70.5881
295.001	-70.5881
295.001	-70.5881
295.002	-70.5881
295.004	-70.5881
295.005	-70.5881
295.007	-70.5881
295.008	-70.5881
295.01	-70.5881
295.013	-70.5881
295.015	-70.5881
295.019	-70.5881
295.023	-70.5881
295.03	-70.5881
295.037	-70.5881
295.045	-70.5881
295.052	-70.5881
295.059	-70.5881
295.072	-70.5881
295.084	-70.5881
295.096	-70.5881
295.115	-70.5881
295.134	-70.5881
295.163	-70.5881
295.192	-70.5881
295.222	-70.5881
295.251	-70.5881
295.28	-70.5881
295.33	-70.5881
295.379	-70.5881
295.428	-70.5881
295.478	-70.5881
295.527	-70.5881
295.613	-70.5881
295.698	-70.5881
295.783	-70.5881
295.869	-70.5881
295.954	-70.5881
296.101	-70.5881
296.248	-70.588
296.395	-70.5878
296.542	-70.5875
296.689	-70.5868
296.924	-70.5848
297.159	-70.5813
297.393	-70.5758
297.628	-70.5677
297.863	-70.5568
298.215	-70.534
298.568	-70.5027
298.92	-70.4622
299.163	-70.4288
299.406	-70.3908
299.467	-70.3805
299.528	-70.37
299.588	-70.3592
299.649	-70.3481
299.71	-70.3367
299.77	-70.325
299.809	-70.3173
299.848	-70.3096
299.858	-70.3076
299.868	-70.3057
299.877	-70.3037
299.892	-70.3006
299.907	-70.2976
299.922	-70.2945
299.937	-70.2914
299.952	-70.2883
299.959	-70.2867
299.967	-70.2852
299.974	-70.2836
299.982	-70.282
299.989	-70.2805
299.996	-70.2789
300	-70.2781
300	-70.2781
300	-70.2781
300	-70.2781
300	-70.2781
300.001	-70.278
300.001	-70.2779
300.001	-70.2778
300.002	-70.2776
300.003	-70.2774
300.005	-70.2772
300.006	-70.2769
300.007	-70.2766
300.009	-70.2762
300.012	-70.2756
300.015	-70.275
300.017	-70.2744
300.022	-70.2734
300.026	-70.2725
300.031	-70.2715
300.035	-70.2706
300.042	-70.2691
300.049	-70.2676
300.056	-70.2661
300.063	-70.2646
300.07	-70.263
300.077	-70.2615
300.084	-70.26
300.091	-70.2585
300.102	-70.2559
300.114	-70.2534
300.125	-70.2508
300.137	-70.2483
300.154	-70.2444
300.171	-70.2405
300.189	-70.2365
300.206	-70.2326
300.223	-70.2286
300.241	-70.2246
300.258	-70.2205
300.275	-70.2165
300.293	-70.2124
300.31	-70.2083
300.327	-70.2041
300.345	-70.2
300.362	-70.1958
300.379	-70.1916
300.397	-70.1874
300.414	-70.1831
300.431	-70.1789
300.449	-70.1746
300.466	-70.1702
300.493	-70.1635
300.52	-70.1566
300.547	-70.1497
300.574	-70.1428
300.601	-70.1358
300.628	-70.1287
300.655	-70.1216
300.696	-70.1107
300.737	-70.0997
300.777	-70.0885
300.818	-70.0772
300.859	-70.0657
300.9	-70.0541
300.941	-70.0423
300.981	-70.0303
301.022	-70.0181
301.063	-70.0056
301.104	-69.993
301.145	-69.9801
301.185	-69.9669
301.226	-69.9534
301.267	-69.9396
301.308	-69.9255
301.349	-69.911
301.389	-69.8962
301.43	-69.8809
301.471	-69.8653
301.512	-69.8492
301.553	-69.8326
301.593	-69.8156
301.634	-69.798
301.675	-69.7799
301.716	-69.7613
301.757	-69.7422
301.797	-69.7225
301.838	-69.7022
301.879	-69.6813
301.92	-69.6599
301.961	-69.6378
302.001	-69.6151
302.042	-69.5918
302.104	-69.555
302.167	-69.5168
302.229	-69.4772
302.291	-69.4361
302.353	-69.3934
302.415	-69.3494
302.477	-69.3039
302.539	-69.257
302.601	-69.2086
302.695	-69.1329
302.789	-69.0541
302.883	-68.9723
302.977	-68.8876
303.071	-68.8002
303.165	-68.71
303.259	-68.6171
303.353	-68.5218
303.447	-68.424
303.541	-68.324
303.635	-68.2217
303.729	-68.1173
303.823	-68.011
303.917	-67.9028
304.011	-67.7929
304.105	-67.6813
304.199	-67.5682
304.293	-67.4536
304.437	-67.275
304.581	-67.0936
304.726	-66.9098
304.87	-66.7237
305.014	-66.5359
305.159	-66.3466
305.303	-66.1563
305.447	-65.9654
305.592	-65.7745
305.736	-65.5839
305.953	-65.2999
306.169	-65.0199
306.386	-64.7458
306.603	-64.4793
306.819	-64.2221
307.036	-63.9757
307.253	-63.7412
307.469	-63.5193
307.686	-63.3107
307.902	-63.1157
308.119	-62.9342
308.336	-62.7663
308.552	-62.6114
308.769	-62.4694
308.986	-62.3396
309.202	-62.2215
309.419	-62.1146
309.636	-62.0182
309.852	-61.9318
310.069	-61.8548
310.285	-61.7867
310.502	-61.7268
310.719	-61.6749
310.935	-61.6303
311.152	-61.5927
311.369	-61.5616
311.585	-61.5368
311.802	-61.5178
312.019	-61.5045
312.235	-61.4964
312.452	-61.4934
312.668	-61.4952
312.885	-61.5017
313.102	-61.5126
313.318	-61.5278
313.535	-61.5472
313.752	-61.5705
313.968	-61.5977
314.185	-61.6286
314.402	-61.6632
314.618	-61.7013
314.835	-61.7428
315.051	-61.7877
315.268	-61.8357
315.485	-61.8869
315.701	-61.9411
315.918	-61.9983
316.135	-62.0582
316.351	-62.1209
316.568	-62.1862
316.785	-62.254
317.001	-62.3243
317.218	-62.3968
317.434	-62.4715
317.651	-62.5483
317.868	-62.6271
318.228	-62.7619
318.587	-62.9014
318.947	-63.045
319.622	-63.3235
320.297	-63.6116
320.971	-63.9062
321.646	-64.2046
322.321	-64.5044
322.995	-64.8035
324.008	-65.2478
325.021	-65.6818
326.034	-66.102
327.562	-66.7044
329.09	-67.2651
330.618	-67.7823
332.146	-68.2565
333.673	-68.6892
335.201	-69.0824
337.504	-69.6051
339.808	-70.0504
342.111	-70.426
344.414	-70.7393
346.717	-70.9971
350.35	-71.3058
353.983	-71.5144
357.616	-71.6429
361.249	-71.7084
364.882	-71.7257
368.515	-71.7072
374.839	-71.6186
381.163	-71.491
387.488	-71.3519
393.812	-71.2157
400.137	-71.0911
406.461	-70.9834
412.786	-70.8927
419.11	-70.8179
425.434	-70.7582
431.759	-70.7115
438.083	-70.6754
444.408	-70.6481
450.732	-70.6282
457.057	-70.6139
463.381	-70.6037
469.705	-70.597
476.03	-70.5929
