Model ID,Sum,NaTa_t.soma.gNaTa_tbar,Nap_Et2.soma.gNap_Et2bar,K_Pst.soma.gK_Pstbar,K_Tst.soma.gK_Tstbar,SK_E2.soma.gSK_E2bar,SKv3_1.soma.gSKv3_1bar,Ca_HVA.soma.gCa_HVAbar,Ca_LVAst.soma.gCa_LVAstbar,CaDynamics_E2.soma.gamma,CaDynamics_E2.soma.decay,none.soma.g_pas,none.axon.g_pas,none.dend.g_pas,none.apic.g_pas,Im.apic.gImbar,NaTa_t.apic.gNaTa_tbar,SKv3_1.apic.gSKv3_1bar,Ca_HVA.apic.gCa_HVAbar,Ca_LVAst.apic.gCa_LVAstbar,SK_E2.apic.gSK_E2bar,CaDynamics_E2.apic.gamma,CaDynamics_E2.apic.decay
477,6.24,2.41,0.00611,2.06E-02,0.0449,0.0696,0.99,0.00028,0.00651,0.000632,500,0.0000344,0.000033,0.0000732,0.0000364,0.000156,0.0222,0,0.00118,0.000558,0.00139,5.19E-04,4.99E+01
969,6.24,2.49,0.0025,0.0133,0.079,0.0569,0.701,0.000356,0.00422,0.000564,753,0.0000371,0.0000384,0.0000783,0.0000569,1.09E-04,0.0221,0.000173,0.000828,0.00951,0.000774,7.36E-04,1.16E+02
890,6.24,2.43,0.00121,0.00265,0.0608,0.0465,0.666,0.000356,0.00335,0.000666,923,0.000037,0.0000424,0.0000833,0.0000493,0.0000696,0.022,0.000208,0.000576,0.0181,0.000841,6.54E-04,9.53E+01
1,6.24,2.51,0.00202,0.00205,0.0707,0.0508,0.678,0.000346,0.00511,0.000629,944,0.0000395,0.0000421,0.0000821,0.0000559,0.000131,0.0206,0.000195,0.00113,0.00735,0.00105,6.45E-04,8.89E+01
546,6.25,2.42,0.000618,0.00206,0.0679,0.0438,0.591,0.000344,0.00277,0.000628,933,0.0000367,0.0000419,0.0000836,0.0000525,0.0000853,0.0221,0.000207,0.000616,0.00536,0.00102,6.45E-04,9.88E+01
975,6.25,2.42,0.00643,0.0305,0.0459,0.0652,0.931,0.00028,0.00584,0.000642,455,0.000035,0.0000327,0.0000721,0.0000359,1.90E-04,0.0211,0.00000401,0.00128,0,0.00154,5.00E-04,6.63E+01
380,6.25,2.49,0.000893,3.77E-03,0.0732,0.0407,0.666,0.000376,0.00556,0.000585,756,0.0000372,0.0000414,0.0000692,0.000073,0.000133,0.0218,0.0012,0.00155,0.00753,0.00135,6.02E-04,1.11E+02
963,6.25,2.42,0.0061,2.06E-02,0.0488,0.068,0.984,0.000264,0.00662,0.000633,568,0.0000328,0.0000332,0.0000725,0.0000369,0.000139,0.0215,0.000158,0.0012,0.0000362,0.00159,5.03E-04,5.22E+01
663,6.25,2.42,0.0061,0.0205,0.0488,0.068,0.984,0.000264,0.00662,0.000633,569,0.0000328,0.0000332,0.0000725,0.0000369,0.000139,0.0215,0.000158,0.0012,0.0000362,0.00159,5.00E-04,5.22E+01
310,6.25,2.42,0.0061,0.0205,0.0488,0.068,0.984,0.000264,0.00662,0.000633,568,0.0000328,0.0000332,0.0000725,0.0000369,0.000139,0.0215,0.000158,0.0012,0.0000362,0.00159,5.00E-04,5.22E+01
204,6.26,2.41,0.00611,0.0205,0.0449,0.0696,0.99,0.00028,0.00651,0.000632,500,0.0000344,0.000033,0.0000732,0.0000364,0.000155,0.0222,0,0.00118,0.000558,0.00139,5.00E-04,4.99E+01
577,6.26,2.41,0.00611,0.0205,0.0449,0.0696,0.99,0.00028,0.00651,0.000632,500,0.0000344,0.000033,0.0000732,0.0000364,0.000155,0.0222,0,0.00118,0.000558,0.00139,5.00E-04,4.99E+01
875,6.26,2.41,6.11E-03,0.0205,0.0449,0.0696,0.99,0.00028,0.00651,0.000632,500,0.0000344,0.000033,0.0000732,0.0000364,0.000155,0.0222,0,0.00118,0.000559,0.00139,5.00E-04,4.99E+01
720,6.27,2.29,0.000217,0.00925,0.0878,0.0456,0.543,0.000312,0.0054,0.000593,524,0.0000362,0.0000414,0.0000777,0.0000522,8.27E-05,0.0213,0.000246,0.000471,0.0249,0.000155,3.54E-03,1.30E+02
20,6.27,2.29,0.000216,0.00925,0.0878,0.0456,0.543,0.000312,0.0054,0.000593,524,0.0000362,0.0000414,0.0000777,0.0000522,0.0000827,0.0213,0.000246,0.000471,0.0249,0.000155,3.54E-03,1.30E+02
470,6.27,2.42,0.000826,0.00447,0.0756,0.0401,0.631,0.000345,0.00199,0.00063,715,0.0000374,0.0000419,0.0000794,0.0000468,0.000075,0.0213,0.000213,0.000648,0.0114,0.00107,6.06E-04,1.01E+02
466,6.27,2.42,0.00643,0.0305,0.0459,0.0652,0.931,0.00028,0.00583,0.000642,455,0.000035,0.0000327,0.0000721,0.0000359,0.00019,0.0211,0,0.00128,0,0.00154,5.00E-04,6.63E+01
276,6.27,2.42,0.000699,4.51E-03,0.0756,0.0405,0.631,0.000345,0.00164,0.00063,716,0.0000372,0.0000416,0.0000784,0.0000472,0.0000756,0.0213,0.000213,0.000669,0.0116,0.00106,6.06E-04,1.01E+02
296,6.27,2.49,0.000879,0.0037,0.0733,0.0406,0.666,0.000377,0.00556,0.000585,757,0.0000372,0.0000414,0.0000692,0.000073,1.32E-04,0.0218,0.0012,0.00155,0.00753,0.00135,5.94E-04,1.11E+02
950,6.27,2.49,0.000879,3.70E-03,0.0733,0.0406,0.666,0.000377,0.00556,0.000585,757,0.0000372,0.0000414,0.0000692,0.000073,0.000132,0.0218,0.0012,0.00155,0.00753,0.00135,5.94E-04,1.11E+02
331,6.28,2.42,0.00643,3.05E-02,0.0459,0.0652,0.931,0.00028,0.00584,0.000642,455,0.000035,0.0000327,0.0000721,0.0000359,0.00019,0.0211,0,0.00128,0,0.00154,5.00E-04,6.63E+01
936,6.28,2.42,0.000633,0.00458,0.0679,0.044,0.59,0.000344,0.00279,0.00063,933,0.000037,0.000042,0.0000831,0.0000524,0.0000847,0.0221,0.000211,0.000616,0.00535,0.00102,6.45E-04,1.01E+02
932,6.28,2.42,0.000699,0.00454,0.0756,0.0405,0.631,0.000345,0.00164,0.00063,716,0.0000372,0.0000416,0.0000784,0.0000472,0.0000756,0.0213,0.000213,0.000669,0.0116,0.00106,6.06E-04,1.01E+02
830,6.29,2.56,0.00477,0.00808,0.0368,0.0378,0.865,0.000376,0.00722,0.000575,730,0.000035,0.0000427,0.0000637,0.0000349,0.00000554,0.0192,0.0000665,0.000516,0.0286,0.00154,5.68E-04,1.54E+02
431,6.29,2.4,0.00583,0.0198,0.0432,0.0636,0.988,0.000289,0.00682,0.000669,428,0.0000355,0.0000314,0.0000706,0.000035,0.000143,0.022,0.0000256,0.00116,0,0.00168,5.02E-04,5.36E+01
182,6.29,2.42,0.00644,0.03,0.0459,0.0651,0.931,0.000281,0.00584,0.000642,457,0.000035,0.0000327,0.0000721,0.0000359,0.00019,0.0211,0,0.00128,0,0.00154,5.00E-04,6.63E+01
856,6.29,2.42,0.00644,0.03,0.0459,0.0651,0.931,0.000281,0.00584,0.000642,457,0.000035,0.0000327,0.0000721,0.0000359,0.00019,0.0211,0.000000635,0.00128,0,0.00154,5.00E-04,6.63E+01
190,6.29,2.33,0.000277,0.0155,0.1,0.0449,0.504,0.000269,0.00626,0.000589,783,0.0000357,0.0000421,0.0000815,0.0000573,0.0000824,0.0214,0.000677,0.000433,0.0258,0.000147,1.48E-03,1.32E+02
864,6.29,2.33,0.000277,0.0155,0.1,0.0449,0.504,0.000269,0.00626,0.000589,783,0.0000357,0.0000421,0.0000815,0.0000573,0.0000824,0.0214,0.000677,0.000433,0.0258,0.000147,1.48E-03,1.32E+02
379,6.29,2.29,0.000216,0.01,0.0878,0.0456,0.543,0.000312,0.0054,0.000593,524,0.0000362,0.0000413,0.0000777,0.0000522,8.27E-05,0.0213,0.000251,0.000473,0.0249,0.000155,3.54E-03,1.30E+02
354,6.30,2.34,0.000235,0.0081,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000315,0.000484,0.0248,0.000157,3.53E-03,1.30E+02
489,6.30,2.42,0.000618,0.00208,0.0679,0.0438,0.591,0.000344,0.00277,0.000628,933,0.0000367,0.0000419,0.0000836,0.0000525,0.0000853,0.0221,0.000198,0.000616,0.00535,0.00102,6.45E-04,9.88E+01
189,6.30,2.34,0.000235,0.0081,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000315,0.000484,0.0248,0.000158,3.53E-03,1.30E+02
863,6.30,2.34,0.000235,0.0081,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000315,0.000484,0.0248,0.000158,3.53E-03,1.30E+02
724,6.30,2.52,0.000879,0.0037,0.0733,0.0406,0.675,0.000376,0.00556,0.000588,757,0.0000372,0.0000414,0.0000692,0.000073,0.00013,0.0218,0.0012,0.00155,0.00753,0.00135,5.96E-04,1.11E+02
699,6.31,2.34,0.000235,0.0081,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000315,0.000484,0.0248,0.000157,3.54E-03,1.30E+02
152,6.31,2.56,0.00477,0.00806,0.0368,0.0378,0.865,0.000376,0.00722,0.000574,730,0.000035,0.0000427,0.0000637,0.0000349,0.00000554,0.0192,0.0000665,0.000516,0.0286,0.00154,5.68E-04,1.54E+02
421,6.31,2.33,0.000277,1.55E-02,0.1,0.0449,0.504,0.000269,0.00626,0.000605,783,0.0000357,0.0000421,0.0000815,0.0000573,0.0000824,0.0214,0.000677,0.000433,0.0258,0.000147,1.48E-03,1.32E+02
990,6.32,2.34,0.000235,0.0081,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000318,0.000484,0.0248,0.000157,3.53E-03,1.30E+02
548,6.32,2.44,0.00574,0.0207,0.0791,0.0713,0.884,0.000295,0.0059,0.00065,448,0.000031,0.0000292,0.0000736,0.0000365,0.00018,0.0212,0.0000937,0.00126,0.00152,0.00216,5.00E-04,2.27E+01
165,6.32,2.44,0.00574,0.0207,0.0791,0.0713,0.884,0.000295,0.0059,0.00065,448,0.000031,0.0000292,0.0000736,0.0000365,0.00018,0.0212,0.0000937,0.00126,0.00152,0.00216,5.00E-04,2.27E+01
840,6.32,2.44,0.00573,0.0207,0.0791,0.0713,0.884,0.000295,0.0059,0.00065,448,0.000031,0.0000292,0.0000736,0.0000365,1.80E-04,0.0212,0.0000937,0.00126,0.00152,0.00216,5.00E-04,2.27E+01
490,6.32,2.44,0.00574,0.0207,0.0791,0.0713,0.884,0.000295,0.0059,0.00065,448,0.000031,0.0000292,0.0000736,0.0000365,1.80E-04,0.0212,0.0000937,0.00126,0.00152,0.00216,5.00E-04,2.27E+01
87,6.33,2.57,0.00479,0.00806,0.0368,0.0376,0.855,0.000376,0.00721,0.000574,730,0.0000348,0.000042,0.0000625,0.0000348,0.00000554,0.0193,0.0000665,0.000447,0.0286,0.00147,5.68E-04,1.54E+02
420,6.33,2.34,0.000244,8.10E-03,0.0874,0.0457,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.0000823,0.0213,0.000322,0.000484,0.0248,0.000158,3.53E-03,1.30E+02
777,6.33,2.57,0.00479,0.00806,0.0368,0.0376,0.855,0.000376,0.00721,0.000574,730,0.0000348,0.000042,0.0000625,0.0000348,0.00000554,0.0193,0.0000665,0.000447,0.0286,0.00147,5.68E-04,1.54E+02
497,6.33,2.35,0.000453,0.00537,0.0629,0.041,0.609,0.000392,0.00345,0.000606,940,0.0000379,0.0000424,0.0000849,0.000051,0.0000919,0.0222,0.000203,0.00061,0.0176,0.000798,6.48E-04,9.02E+01
921,6.34,2.4,0.0091,0.0122,0.0465,0.0433,1.17,0.000292,0.00686,0.000741,953,0.0000421,0.0000313,0.0000562,0.000031,1.29E-05,0.0212,0.0000941,0.0000868,0.0424,0.00106,5.85E-04,1.74E+02
672,6.34,2.49,0.0025,0.0133,0.0791,0.0569,0.701,0.000356,0.00422,0.000564,753,0.0000371,0.0000384,0.0000783,0.0000569,0.000109,0.0221,0.000173,0.000829,0.00951,0.000774,7.36E-04,1.16E+02
359,6.35,2.4,0.0091,0.0122,0.0466,0.0433,1.17,0.000292,0.00686,0.000741,953,0.0000422,0.0000313,0.0000562,0.000031,0.0000129,0.0212,0.0000902,0.0000868,0.0424,0.00109,5.85E-04,1.74E+02
419,6.35,2.4,0.0091,1.23E-02,0.0465,0.0433,1.17,0.000292,0.00687,0.00074,953,0.0000421,0.0000314,0.0000562,0.000031,0.0000129,0.0212,0.0000886,0.0000868,0.0423,0.00106,5.98E-04,1.74E+02
269,6.35,2.35,0.000453,0.00537,0.0629,0.041,0.61,0.000392,0.00345,0.000606,940,0.0000379,0.0000424,0.0000849,0.000051,9.19E-05,0.0222,0.000203,0.00061,0.0176,0.000798,6.48E-04,9.02E+01
259,6.36,2.4,0.0091,1.22E-02,0.0465,0.0433,1.17,0.000292,0.00686,0.000741,953,0.0000421,0.0000313,0.0000562,0.000031,0.0000129,0.0212,0.0000902,0.0000868,0.0424,0.00106,5.85E-04,1.74E+02
427,6.36,2.34,0.000235,0.00824,0.0874,0.0456,0.538,0.0004,0.00525,0.000642,709,0.0000359,0.0000415,0.0000796,0.0000546,0.000082,0.0213,0.000327,0.000484,0.0248,0.000158,3.53E-03,1.30E+02
396,6.36,2.4,0.00909,0.0122,0.0465,0.0433,1.17,0.000292,0.00686,0.000741,953,0.0000421,0.0000313,0.0000562,0.000031,1.29E-05,0.0212,0.0000902,0.0000868,0.0424,0.00106,5.85E-04,1.74E+02
624,6.36,2.4,9.10E-03,0.0122,0.0465,0.0433,1.17,0.000292,0.00686,0.000741,953,0.0000421,0.0000313,0.0000562,0.000031,0.0000129,0.0212,0.0000902,0.0000868,0.0424,0.00106,5.85E-04,1.74E+02
589,6.36,2.34,0.000453,0.00537,0.0626,0.0409,0.61,0.000392,0.00347,0.000606,940,0.0000379,0.0000424,0.0000849,0.000051,0.0000918,0.0222,0.000203,0.000602,0.0176,0.000798,6.48E-04,9.00E+01
363,6.36,2.4,0.00912,0.0123,0.0459,0.0419,1.17,0.000292,0.00686,0.000742,953,0.0000421,0.0000313,0.0000564,0.0000311,0.000012,0.0212,0.0000886,0.0000876,0.0423,0.00114,5.89E-04,1.74E+02
702,6.36,2.28,0.000318,0.0125,0.085,0.0437,0.506,0.000318,0.00473,0.000602,731,0.0000358,0.0000426,0.0000817,0.0000533,0.0000832,0.0207,0.000276,0.000366,0.0317,0.000111,1.76E-03,1.32E+02
996,6.36,2.28,0.000318,1.25E-02,0.085,0.0437,0.506,0.000318,0.00473,0.000602,731,0.0000358,0.0000426,0.0000817,0.0000533,0.0000832,0.0207,0.000276,0.000366,0.0317,0.000111,1.76E-03,1.32E+02
579,6.37,2.41,0.00576,0.0206,0.046,0.0655,0.939,0.000284,0.00576,0.000639,460,0.0000344,0.0000327,0.0000723,0.0000371,1.45E-04,0.0216,0.000118,0.0012,0,0.0015,5.00E-04,5.41E+01
358,6.37,2.45,0.00575,0.0156,0.0865,0.0546,0.921,0.000281,0.0065,0.000632,473,0.0000329,0.0000265,0.0000764,0.0000333,0.000166,0.0205,0.0000749,0.00125,0,0.00169,5.00E-04,5.54E+01
437,6.37,2.46,0.00587,2.21E-02,0.0834,0.0607,0.945,0.000269,0.0064,0.000648,452,0.0000315,0.0000283,0.0000718,0.0000353,0.000182,0.0211,0.00000774,0.00123,0.00157,0.00192,5.00E-04,2.74E+01
669,6.37,2.43,0.00566,0.0195,0.0419,0.0645,0.975,0.000278,0.00667,0.000653,435,0.0000349,0.0000315,0.0000715,0.0000354,1.43E-04,0.0221,0.0000194,0.00117,0,0.0016,5.00E-04,5.39E+01
676,6.38,2.4,0.00583,0.0198,0.0435,0.0636,0.988,0.000289,0.00682,0.000657,428,0.0000355,0.0000314,0.0000706,0.000035,0.000143,0.0221,0.0000106,0.00116,0.0000657,0.00168,5.05E-04,5.36E+01
206,6.38,2.41,0.00576,0.0206,0.046,0.0655,0.939,0.000284,0.00576,0.000639,460,0.0000344,0.0000327,0.0000723,0.0000371,0.000145,0.0216,0.000116,0.0012,0,0.0015,5.00E-04,5.41E+01
291,6.38,2.4,0.009,1.21E-02,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,0.0000118,0.0212,0.0000878,0.0000878,0.0424,0.00106,6.37E-04,1.74E+02
945,6.38,2.4,0.009,0.0121,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,0.0000118,0.0212,0.0000878,0.0000879,0.0424,0.00106,6.39E-04,1.74E+02
324,6.38,2.4,0.00583,0.0198,0.0435,0.0636,0.988,0.000289,0.00682,0.000657,428,0.0000355,0.0000314,0.0000706,0.000035,0.000143,0.022,0.0000106,0.00116,0.0000657,0.00168,5.00E-04,5.36E+01
972,6.38,2.4,0.00583,1.98E-02,0.0435,0.0636,0.988,0.000289,0.00682,0.000657,428,0.0000355,0.0000314,0.0000706,0.000035,0.000143,0.022,0.0000106,0.00116,0.0000657,0.00168,5.00E-04,5.36E+01
649,6.38,2.4,0.009,0.0121,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,1.18E-05,0.0212,0.0000878,0.0000878,0.0424,0.00106,6.37E-04,1.74E+02
317,6.38,2.43,0.00566,1.95E-02,0.0419,0.0645,0.975,0.000278,0.00667,0.000653,435,0.0000349,0.0000315,0.0000715,0.0000354,0.000143,0.0221,0.0000173,0.00117,0,0.0016,5.00E-04,5.39E+01
967,6.38,2.43,0.00566,0.0195,0.0419,0.0645,0.975,0.000278,0.00667,0.000653,435,0.0000349,0.0000315,0.0000715,0.0000354,0.000143,0.0221,0.0000173,0.00117,0.000000759,0.0016,5.00E-04,5.39E+01
641,6.39,2.4,0.00583,0.0198,0.0432,0.0636,0.988,0.000289,0.00682,0.000658,429,0.0000355,0.0000314,0.0000706,0.000035,1.44E-04,0.022,0.0000106,0.00116,0,0.00168,5.00E-04,5.36E+01
9,6.39,2.46,0.00611,0.0221,0.0792,0.0595,0.945,0.000267,0.00643,0.00065,416,0.0000302,0.0000278,0.0000718,0.0000353,0.000182,0.0211,0,0.00123,0.00151,0.00192,5.00E-04,2.74E+01
711,6.39,2.46,0.00611,0.0221,0.0792,0.0595,0.945,0.000267,0.00643,0.00065,416,0.0000302,0.0000278,0.0000718,0.0000353,0.000183,0.0211,0,0.00123,0.00152,0.00192,5.00E-04,2.74E+01
464,6.39,2.43,0.00566,0.0195,0.0418,0.0645,0.975,0.000278,0.00667,0.000653,435,0.0000349,0.0000315,0.0000715,0.0000354,0.000143,0.0221,0.0000173,0.00117,0,0.0016,5.08E-04,5.39E+01
850,6.39,2.46,0.00587,0.0221,0.0834,0.0607,0.945,0.000269,0.00638,0.000648,459,0.0000315,0.0000282,0.0000718,0.0000353,0.000183,0.0211,0.000000679,0.00123,0.00157,0.0019,5.01E-04,2.74E+01
47,6.39,2.46,0.00587,0.0221,0.0834,0.0607,0.945,0.000269,0.0064,0.000648,452,0.0000315,0.0000283,0.0000718,0.0000353,0.000182,0.0211,0,0.00123,0.00157,0.00192,5.00E-04,2.74E+01
556,6.39,2.46,0.00587,0.0221,0.0834,0.0607,0.945,0.000269,0.00638,0.000648,459,0.0000315,0.0000282,0.0000718,0.0000353,1.82E-04,0.0211,0.000000858,0.00123,0.00157,0.0019,5.00E-04,2.74E+01
439,6.39,2.4,0.00912,0.0123,0.0459,0.0419,1.17,0.000292,0.00686,0.000742,953,0.0000421,0.0000313,0.0000564,0.000031,0.0000118,0.0212,0.0000886,0.0000877,0.0424,0.00114,5.85E-04,1.74E+02
461,6.39,2.4,0.009,0.0121,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,1.18E-05,0.0212,0.0000878,0.000088,0.0424,0.00106,6.37E-04,1.74E+02
742,6.39,2.46,0.00587,2.21E-02,0.0834,0.0607,0.945,0.000269,0.0064,0.000648,452,0.0000315,0.0000283,0.0000718,0.0000353,0.000182,0.0211,0,0.00123,0.00157,0.00192,5.00E-04,2.74E+01
935,6.39,2.4,0.00583,0.0198,0.0432,0.0636,0.988,0.000289,0.00682,0.000657,429,0.0000355,0.0000314,0.0000706,0.000035,1.43E-04,0.022,0.0000106,0.00116,0,0.00168,5.00E-04,5.36E+01
280,6.39,2.4,0.00583,0.0198,0.0432,0.0636,0.988,0.000289,0.00682,0.000657,429,0.0000355,0.0000314,0.0000706,0.000035,1.43E-04,0.022,0.0000106,0.00116,0,0.00168,5.00E-04,5.36E+01
605,6.40,2.33,0.000277,1.71E-02,0.1,0.0449,0.504,0.000269,0.00626,0.000589,783,0.0000357,0.0000421,0.0000816,0.0000573,0.0000824,0.0214,0.000677,0.000428,0.0258,0.000166,1.47E-03,1.32E+02
236,6.40,2.33,0.000277,0.0171,0.1,0.0449,0.504,0.000269,0.00626,0.000589,783,0.0000357,0.0000421,0.0000816,0.0000573,0.0000824,0.0214,0.000677,0.000428,0.0258,0.000166,1.47E-03,1.32E+02
905,6.40,2.33,0.000277,1.71E-02,0.1,0.0449,0.504,0.000269,0.00626,0.000594,783,0.0000357,0.0000421,0.0000816,0.0000573,8.24E-05,0.0214,0.000677,0.000428,0.0258,0.000166,1.47E-03,1.32E+02
557,6.40,2.46,0.00575,0.0156,0.087,0.0544,0.919,0.000281,0.0065,0.000632,473,0.0000328,0.0000264,0.0000764,0.0000333,0.000166,0.0205,0.0000775,0.00126,0,0.00168,5.01E-04,5.55E+01
794,6.41,2.42,0.00595,2.74E-02,0.0787,0.0579,0.924,0.000272,0.00609,0.00065,422,0.0000293,0.0000273,0.0000718,0.0000357,0.000182,0.0211,0,0.00123,0.00151,0.00184,5.00E-04,2.74E+01
105,6.41,2.42,0.00595,2.74E-02,0.0787,0.0579,0.924,0.000272,0.00609,0.00065,422,0.0000293,0.0000273,0.0000718,0.0000357,0.000182,0.0211,0,0.00123,0.00151,0.00184,5.00E-04,2.74E+01
636,6.41,2.42,0.0007,0.00451,0.0756,0.0405,0.631,0.000345,0.00164,0.00063,716,0.0000372,0.0000416,0.0000784,0.0000472,0.0000756,0.0213,0.000213,0.000669,0.0116,0.00106,6.11E-04,1.01E+02
510,6.41,2.42,0.00595,0.0274,0.0785,0.0579,0.934,0.000279,0.00617,0.00065,422,0.000029,0.0000274,0.0000718,0.0000355,0.000181,0.0213,0.00000386,0.00123,0.00146,0.00199,5.02E-04,2.74E+01
885,6.41,2.33,0.000279,1.27E-02,0.1,0.0463,0.522,0.000291,0.00626,0.000589,779,0.000036,0.000043,0.0000818,0.0000573,0.0000837,0.0216,0.000674,0.000432,0.0261,0.000147,1.86E-03,1.32E+02
24,6.42,2.62,0.00468,0.00789,0.0364,0.0378,0.851,0.000352,0.00754,0.000574,658,0.000035,0.0000419,0.0000637,0.0000346,0.00000554,0.0193,0.0000665,0.000425,0.0286,0.00144,5.66E-04,1.52E+02
907,6.42,2.4,0.009,0.0121,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,0.0000118,0.0212,0.000088,0.0000877,0.0424,0.00106,5.84E-04,1.74E+02
608,6.42,2.4,0.009,0.0123,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,0.0000118,0.0212,0.000088,0.0000877,0.0424,0.00106,5.84E-04,1.74E+02
744,6.42,2.42,0.00592,0.0199,0.0422,0.0644,0.983,0.000288,0.00668,0.000657,429,0.0000356,0.0000314,0.0000711,0.0000348,0.000144,0.022,0.000000896,0.00117,0,0.00168,5.00E-04,5.32E+01
215,6.42,2.33,0.000279,0.0127,0.1,0.0463,0.522,0.000291,0.00626,0.000589,779,0.000036,0.000043,0.0000818,0.0000573,0.0000837,0.0216,0.000674,0.000432,0.0261,0.000147,1.86E-03,1.32E+02
723,6.42,2.62,0.00468,0.00789,0.0364,0.0378,0.851,0.000352,0.00754,0.000574,658,0.000035,0.0000419,0.0000637,0.0000346,0.00000554,0.0193,0.0000665,0.000425,0.0286,0.00144,5.66E-04,1.52E+02
187,6.42,2.33,0.000391,0.00951,0.0891,0.0465,0.529,0.000438,0.00554,0.000635,703,0.0000361,0.0000417,0.0000802,0.0000542,0.000082,0.0213,0.000315,0.00047,0.025,0.00019,4.53E-03,1.24E+02
29,6.42,2.42,0.00595,2.74E-02,0.0785,0.0579,0.923,0.000272,0.00617,0.00065,422,0.0000293,0.0000274,0.0000718,0.0000355,0.000182,0.0211,0,0.00123,0.00151,0.00184,5.00E-04,2.74E+01
49,6.43,2.42,0.00592,0.0198,0.0422,0.0644,0.983,0.000288,0.00668,0.000657,429,0.0000356,0.0000314,0.0000711,0.0000348,0.000144,0.022,0,0.00117,0,0.00168,5.00E-04,5.32E+01
729,6.43,2.42,0.00595,2.74E-02,0.0785,0.0579,0.923,0.000272,0.00617,0.00065,422,0.0000293,0.0000274,0.0000718,0.0000355,1.82E-04,0.0211,0,0.00123,0.00151,0.00184,5.01E-04,2.74E+01
240,6.43,2.4,0.009,0.0121,0.0469,0.0432,1.17,0.000292,0.00686,0.000744,953,0.0000421,0.0000314,0.0000566,0.000031,0.0000118,0.0212,0.000088,0.0000877,0.0424,0.00106,5.84E-04,1.74E+02
894,6.43,2.46,0.00571,0.0156,0.087,0.0544,0.919,0.00028,0.0065,0.000632,473,0.0000328,0.0000264,0.0000764,0.0000333,0.000166,0.0205,0.0000754,0.00126,0.000000179,0.00168,5.00E-04,5.54E+01
320,6.43,2.49,0.0025,1.33E-02,0.0791,0.0569,0.701,0.000356,0.00422,0.000564,753,0.0000371,0.0000384,0.0000783,0.0000569,0.000109,0.0221,0.000173,0.000828,0.00951,0.000774,7.36E-04,1.16E+02
782,6.43,2.42,0.00595,0.0274,0.0785,0.0579,0.934,0.000279,0.00617,0.00065,422,0.000029,0.0000274,0.0000718,0.0000355,0.000181,0.0213,0,0.00123,0.00146,0.00199,5.01E-04,2.74E+01
803,6.43,2.42,0.000826,0.00443,0.0756,0.0401,0.631,0.000345,0.00199,0.00063,716,0.0000374,0.0000419,0.0000794,0.0000468,0.000075,0.0213,0.000213,0.000648,0.0114,0.00106,6.06E-04,1.01E+02
366,6.43,2.4,0.00612,0.0213,0.0496,0.068,0.983,0.000271,0.00654,0.000634,542,0.000034,0.000033,0.0000719,0.0000366,1.45E-04,0.0217,0.000146,0.00123,0.0000418,0.00157,5.00E-04,5.10E+01
809,6.43,2.46,6.00E-03,0.0217,0.0798,0.0596,0.921,0.000271,0.00631,0.000651,428,0.0000294,0.0000272,0.0000718,0.0000353,0.000182,0.0213,0,0.00123,0.0015,0.00184,5.00E-04,2.74E+01
429,6.44,2.46,0.00571,0.0156,0.087,0.0544,0.917,0.00028,0.0065,0.000632,473,0.0000328,0.0000264,0.0000764,0.0000333,0.000166,0.0205,0.0000749,0.00126,0,0.00168,5.00E-04,5.54E+01
126,6.44,2.46,0.006,0.0217,0.0798,0.0596,0.921,0.000271,0.00631,0.00065,428,0.0000294,0.0000272,0.0000718,0.0000353,0.000182,0.0213,0,0.00123,0.0015,0.00184,5.00E-04,2.74E+01
92,6.44,2.42,0.00595,0.0274,0.0785,0.0579,0.934,0.000279,0.00617,0.00065,422,0.000029,0.0000274,0.0000718,0.0000355,0.000181,0.0213,0,0.00123,0.00146,0.00199,5.00E-04,2.74E+01
