Model ID,Sum,NaTa_t.soma.gNaTa_tbar,Nap_Et2.soma.gNap_Et2bar,K_Pst.soma.gK_Pstbar,K_Tst.soma.gK_Tstbar,SK_E2.soma.gSK_E2bar,SKv3_1.soma.gSKv3_1bar,Ca_HVA.soma.gCa_HVAbar,Ca_LVAst.soma.gCa_LVAstbar,CaDynamics_E2.soma.gamma,CaDynamics_E2.soma.decay,none.soma.g_pas,none.axon.g_pas,none.dend.g_pas,none.apic.g_pas,Im.apic.gImbar,NaTa_t.apic.gNaTa_tbar,SKv3_1.apic.gSKv3_1bar,Ca_HVA.apic.gCa_HVAbar,Ca_LVAst.apic.gCa_LVAstbar,SK_E2.apic.gSK_E2bar,CaDynamics_E2.apic.gamma,CaDynamics_E2.apic.decay
484,6.85,2.44,5.70E-03,0.0212,0.0835,0.0716,0.887,0.000291,0.00574,0.000649,450,0.000031,0.0000289,0.0000727,0.0000353,0.000184,0.0211,0,0.00128,0.00152,0.00215,5.00E-04,2.27E+01
241,6.85,2.12,0.000133,0.0365,0.0682,0.0321,0.399,0.000711,0.000845,0.000689,822,0.0000219,0.0000369,0.0000885,0.0000425,0.0000639,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.80E+01
908,6.86,2.12,0.000133,0.0365,0.0682,0.0321,0.399,0.000711,0.000845,0.000689,822,0.0000219,0.0000369,0.0000885,0.0000425,0.0000639,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.80E+01
947,6.86,2.44,0.0057,2.12E-02,0.0835,0.0716,0.887,0.000291,0.00574,0.000649,450,0.000031,0.0000289,0.0000727,0.0000353,1.84E-04,0.0211,0,0.00128,0.00152,0.00215,5.00E-04,2.27E+01
96,6.87,2.32,0.00961,0.0267,0.0222,0.0239,1.23,0.000542,0.00731,0.000585,950,0.0000383,0.0000332,0.0000612,0.0000318,4.88E-06,0.0219,0.0000753,0.000214,0.0359,0.00189,5.61E-04,1.55E+02
708,6.88,2.39,0.000128,0.00727,0.0757,0.0474,0.578,0.000406,0.00762,0.000577,978,0.0000343,0.0000367,0.000086,0.0000495,0.0000806,0.0212,0.000561,0.000843,0.00945,0.00103,5.00E-04,9.92E+01
432,6.88,2.12,0.000147,0.0365,0.0683,0.0321,0.399,0.000711,0.00086,0.000689,821,0.0000219,0.0000369,0.0000885,0.0000425,0.0000639,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.85E+01
545,6.89,2.51,0.00133,0.00245,0.071,0.066,0.652,0.000109,0.00604,0.000572,543,0.0000471,0.0000313,0.0000688,0.0000861,0.00012,0.023,0.00178,0.00116,0.0322,0.000771,1.02E-03,1.09E+02
202,6.89,2.48,5.44E-03,0.0179,0.0881,0.0562,0.922,0.000284,0.00657,0.000632,437,0.0000327,0.0000264,0.0000764,0.0000332,0.000149,0.0205,0,0.00122,0,0.00184,5.00E-04,6.80E+01
527,6.90,2.41,6.23E-03,0.0186,0.0446,0.0657,1,0.000255,0.00647,0.000629,524,0.0000409,0.0000331,0.0000727,0.0000368,0.000144,0.0216,0,0.00119,0,0.00153,5.00E-04,4.56E+01
288,6.90,2.41,0.00611,0.0203,0.0496,0.0679,0.981,0.000265,0.00654,0.000633,539,0.000034,0.0000334,0.0000724,0.0000366,1.38E-04,0.0215,0.0000851,0.00122,0.000304,0.0016,5.19E-04,5.21E+01
15,6.90,2.47,5.44E-03,0.0179,0.0879,0.0541,0.922,0.000284,0.00657,0.000632,437,0.0000328,0.0000264,0.0000764,0.0000332,0.000149,0.0205,0,0.00122,0,0.00184,5.00E-04,6.80E+01
716,6.90,2.47,0.00544,0.0179,0.0879,0.0541,0.922,0.000284,0.00657,0.000632,437,0.0000328,0.0000264,0.0000764,0.0000332,1.49E-04,0.0205,0,0.00122,0,0.00184,5.00E-04,6.80E+01
498,6.90,2.41,0.00611,0.0204,0.0496,0.0679,0.981,0.000265,0.00654,0.000633,539,0.000034,0.0000334,0.0000724,0.0000366,0.000138,0.0215,0.0000851,0.00122,0.000304,0.0016,5.19E-04,5.21E+01
408,6.90,2.4,0.00908,0.0119,0.0484,0.0446,1.16,0.000281,0.00617,0.000744,952,0.0000411,0.000031,0.0000557,0.000031,1.18E-05,0.021,0.0000875,0.0000894,0.0457,0.00108,5.83E-04,1.69E+02
942,6.90,2.41,0.00611,0.0204,0.0496,0.0679,0.981,0.000265,0.00654,0.000634,539,0.000034,0.0000334,0.0000724,0.0000366,1.38E-04,0.0215,0.0000851,0.00122,0.000304,0.0016,5.19E-04,5.21E+01
646,6.90,2.41,0.00611,2.04E-02,0.0496,0.0679,0.981,0.000265,0.00654,0.000633,539,0.000034,0.0000334,0.0000724,0.0000366,0.000138,0.0215,0.0000851,0.00122,0.000304,0.0016,5.19E-04,5.21E+01
337,6.91,2.18,0.000123,0.0172,0.0661,0.0464,0.432,0.000456,0.0024,0.000662,920,0.00002,0.0000431,0.0000866,0.0000468,9.54E-05,0.0204,0.000355,0,0.0498,0.000583,5.54E-04,6.37E+01
980,6.91,2.18,0.000123,0.0172,0.0661,0.0464,0.432,0.000456,0.0024,0.000664,920,0.00002,0.0000431,0.0000866,0.0000468,0.0000954,0.0204,0.000355,7.98E-08,0.0498,0.000583,5.54E-04,6.37E+01
98,6.92,2.32,0.000416,1.13E-02,0.1,0.0456,0.523,0.000293,0.00601,0.000589,764,0.0000358,0.0000423,0.0000821,0.0000573,0.0000788,0.0218,0.00084,0.000377,0.0219,0.000188,1.31E-03,1.53E+02
787,6.92,2.32,0.000416,0.0113,0.1,0.0456,0.523,0.000293,0.00601,0.000589,764,0.0000358,0.0000423,0.0000821,0.0000573,0.0000788,0.0218,0.00084,0.000377,0.0219,0.000188,1.31E-03,1.53E+02
330,6.92,2.34,0.000725,0.0107,0.0867,0.0456,0.568,0.000327,0.00532,0.000584,739,0.0000358,0.0000427,0.0000797,0.0000594,8.12E-05,0.0207,0.000256,0.000505,0.0401,0.000146,5.17E-03,1.54E+02
616,6.92,2.44,0.0057,0.0212,0.0835,0.0716,0.883,0.000292,0.00574,0.000649,450,0.000031,0.0000289,0.0000727,0.0000353,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.04E-04,2.27E+01
116,6.92,2.42,0.00586,1.57E-02,0.0827,0.0524,0.922,0.000262,0.00657,0.000632,429,0.0000326,0.0000264,0.0000759,0.0000332,0.000149,0.0205,0,0.00121,0,0.00179,5.00E-04,6.86E+01
801,6.92,2.42,0.00586,0.0157,0.0827,0.0524,0.922,0.000262,0.00657,0.000632,429,0.0000326,0.0000264,0.0000759,0.0000332,0.000148,0.0205,0.000000965,0.00121,0,0.00179,5.00E-04,6.86E+01
853,6.92,2.43,0.00595,0.0157,0.0827,0.0521,0.922,0.000261,0.00657,0.000638,425,0.0000325,0.0000264,0.0000759,0.0000332,0.000149,0.0205,0,0.00121,0,0.00179,5.00E-04,6.86E+01
656,6.92,2.43,0.00574,0.0237,0.0835,0.0716,0.882,0.000294,0.00575,0.000652,450,0.0000311,0.0000288,0.0000727,0.0000353,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.28E+01
178,6.93,2.43,0.00595,1.57E-02,0.0827,0.0521,0.922,0.000261,0.00657,0.000632,425,0.0000325,0.0000264,0.0000759,0.0000332,0.000149,0.0205,0,0.00121,0,0.00179,5.00E-04,6.86E+01
315,6.93,2.32,0.00443,0.0281,0.0605,0.0568,0.785,0.00012,0.00827,0.000827,75.9,0.0000354,0.0000297,0.0000575,0.0000328,0.000183,0.0201,0,0.00108,0.0123,0.00142,5.00E-04,6.03E+01
463,6.93,2.32,0.00443,0.0281,0.0605,0.0568,0.785,0.00012,0.00827,0.000827,75.9,0.0000354,0.0000297,0.0000575,0.0000328,0.000183,0.0201,0,0.00108,0.0123,0.00142,5.00E-04,6.03E+01
692,6.93,2.43,0.000259,0.00694,0.0744,0.0434,0.58,0.00032,0.00596,0.000652,885,0.0000378,0.0000247,0.0000934,0.0000553,0.000102,0.0221,0.00049,0.000906,0.00636,0.000966,6.89E-04,1.06E+02
403,6.93,2.41,0.00639,0.03,0.046,0.0647,0.931,0.000294,0.0058,0.000639,459,0.0000341,0.0000327,0.0000721,0.0000358,1.46E-04,0.0211,0.00000527,0.0012,0,0.00154,5.00E-04,6.02E+01
302,6.93,2.43,0.00574,2.37E-02,0.0835,0.0716,0.882,0.000294,0.00575,0.00065,450,0.0000311,0.0000288,0.0000727,0.0000353,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.27E+01
955,6.93,2.43,0.00574,0.0237,0.0835,0.0716,0.882,0.000294,0.00575,0.00065,450,0.0000311,0.0000288,0.0000727,0.0000353,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.27E+01
686,6.93,2.18,0.000123,1.73E-02,0.0661,0.0464,0.432,0.000456,0.0024,0.000662,920,0.00002,0.0000431,0.0000866,0.0000468,0.0000954,0.0204,0.000355,0,0.0498,0.000583,5.54E-04,6.37E+01
560,6.93,2.43,0.00595,0.0157,0.0827,0.0521,0.922,0.000261,0.00657,0.000632,425,0.0000325,0.0000265,0.0000759,0.0000332,0.000149,0.0205,0,0.00121,0.0000113,0.00179,5.00E-04,6.86E+01
140,6.94,2.41,0.00623,0.0186,0.0447,0.0657,1,0.000255,0.00647,0.000629,524,0.0000409,0.0000331,0.0000727,0.0000368,0.000144,0.0216,0,0.00119,0,0.00153,5.00E-04,4.56E+01
60,6.94,2.44,5.86E-03,0.0157,0.0874,0.0524,0.938,0.000292,0.00657,0.000628,429,0.0000328,0.0000264,0.0000759,0.0000334,0.000149,0.0206,0,0.00122,0,0.00168,5.25E-04,7.25E+01
483,6.94,2.44,0.00572,0.0212,0.0835,0.0716,0.884,0.000294,0.00574,0.00065,450,0.000031,0.0000288,0.0000727,0.0000353,0.00018,0.0211,0,0.00127,0.0017,0.00213,5.00E-04,2.27E+01
754,6.94,2.44,0.00586,0.0157,0.0874,0.0524,0.938,0.000292,0.00657,0.000631,429,0.0000328,0.0000264,0.0000759,0.0000334,0.000149,0.0206,0,0.00122,0,0.00168,5.25E-04,7.25E+01
146,6.95,2.44,0.00562,0.0212,0.0834,0.0716,0.884,0.000302,0.00567,0.00065,450,0.0000312,0.0000287,0.0000727,0.0000354,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.71E+01
289,6.95,2.44,0.00572,0.0212,0.0835,0.0716,0.884,0.000294,0.00574,0.00065,450,0.000031,0.0000288,0.0000727,0.0000353,1.80E-04,0.0211,0,0.00127,0.0017,0.00213,5.00E-04,2.27E+01
647,6.95,2.44,0.00572,0.0212,0.0835,0.0716,0.884,0.000294,0.00574,0.00065,450,0.000031,0.0000288,0.0000727,0.0000353,1.80E-04,0.0211,0,0.00128,0.0017,0.00213,5.00E-04,2.27E+01
943,6.95,2.44,0.00572,0.0212,0.0835,0.0716,0.884,0.000294,0.00574,0.000651,450,0.000031,0.0000288,0.0000727,0.0000353,0.00018,0.0211,0,0.00127,0.0017,0.00213,5.00E-04,2.27E+01
18,6.95,2.44,0.00562,0.0212,0.0834,0.0716,0.884,0.000294,0.00568,0.00065,450,0.000031,0.0000288,0.0000727,0.0000355,0.000181,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.27E+01
287,6.95,2.31,0.00025,0.0108,0.0632,0.0431,0.505,0.000293,0.00647,0.000587,792,0.0000369,0.0000413,0.0000821,0.0000605,1.04E-04,0.0213,0.000865,0.000443,0.0344,0.000154,1.16E-03,1.51E+02
392,6.96,2.33,0.000391,0.00951,0.0891,0.0466,0.529,0.000438,0.00554,0.000635,703,0.0000361,0.0000417,0.0000802,0.0000542,0.0000821,0.0213,0.000315,0.000474,0.0249,0.00019,4.53E-03,1.24E+02
142,6.97,2.41,0.00639,0.03,0.0459,0.0647,0.931,0.000294,0.0058,0.000639,459,0.0000341,0.0000327,0.0000721,0.0000358,0.000146,0.0211,0,0.0012,0,0.00154,5.00E-04,6.02E+01
529,6.97,2.41,0.00639,3.00E-02,0.0459,0.0647,0.931,0.000294,0.0058,0.00064,459,0.0000341,0.0000327,0.0000721,0.0000358,0.000146,0.0211,0,0.0012,0,0.00154,5.00E-04,6.02E+01
135,6.97,2.47,0.00575,0.0157,0.0874,0.0547,0.935,0.000289,0.00646,0.000632,469,0.0000328,0.0000264,0.0000764,0.0000333,0.000156,0.0204,0,0.00125,0,0.00168,5.00E-04,5.52E+01
565,6.97,2.39,0.000639,0.00206,0.0679,0.0508,0.619,0.00038,0.00364,0.000628,941,0.0000375,0.0000427,0.0000837,0.0000526,9.12E-05,0.0223,0.000194,0.00073,0.00537,0.00108,6.61E-04,9.88E+01
822,6.97,2.41,0.00639,0.03,0.0459,0.0647,0.931,0.000294,0.0058,0.000639,459,0.0000341,0.0000327,0.0000721,0.0000358,0.000146,0.0211,0,0.00121,0,0.00154,5.00E-04,6.02E+01
415,6.97,2.41,0.00639,0.03,0.0459,0.0647,0.931,0.000294,0.0058,0.000644,459,0.0000341,0.0000327,0.0000721,0.0000358,0.000146,0.0211,0,0.0012,0,0.00154,5.00E-04,6.02E+01
559,6.98,2.42,0.00638,0.0299,0.0459,0.0651,0.928,0.000294,0.00579,0.000639,459,0.0000343,0.0000327,0.000072,0.0000358,0.000146,0.0213,0,0.0012,0,0.00154,5.00E-04,5.98E+01
512,6.98,2.44,0.00562,2.12E-02,0.0834,0.0716,0.884,0.000293,0.0057,0.00065,450,0.0000309,0.0000288,0.0000722,0.0000355,1.80E-04,0.0211,0,0.00128,0.00152,0.00211,5.00E-04,2.28E+01
177,6.98,2.42,0.00639,0.0299,0.0459,0.0651,0.928,0.000294,0.00579,0.000639,459,0.0000343,0.0000327,0.000072,0.0000358,0.000146,0.0213,0,0.0012,0,0.00154,5.00E-04,5.98E+01
792,6.98,2.39,0.000771,0.00209,0.0679,0.0436,0.582,0.000363,0.00308,0.000629,933,0.0000368,0.0000428,0.0000839,0.0000526,0.0000853,0.0221,0.000198,0.000533,0.00535,0.00111,6.45E-04,1.02E+02
852,6.99,2.42,0.00639,0.0299,0.0459,0.0651,0.928,0.000294,0.00579,0.000639,459,0.0000343,0.0000327,0.000072,0.0000358,0.000146,0.0213,0,0.0012,0,0.00154,5.00E-04,5.98E+01
492,6.99,2.42,0.00639,2.99E-02,0.0459,0.0651,0.928,0.000294,0.00579,0.000639,459,0.0000343,0.0000327,0.000072,0.0000358,0.000146,0.0213,0,0.0012,0.0000149,0.00154,5.00E-04,5.98E+01
949,6.99,2.42,0.00638,0.0299,0.0463,0.0651,0.928,0.000294,0.00579,0.000639,458,0.0000343,0.0000327,0.000072,0.0000358,0.000146,0.0213,0,0.0012,0,0.00153,5.00E-04,6.02E+01
300,6.99,2.12,0.000147,0.0365,0.0682,0.0321,0.399,0.000711,0.000861,0.000689,822,0.0000219,0.0000369,0.0000885,0.0000425,0.0000639,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.85E+01
42,6.99,2.36,0.000951,7.83E-03,0.0743,0.0479,0.554,0.000293,0.00572,0.000568,608,0.000043,0.0000397,0.0000851,0.0000591,0.000138,0.0213,0.000255,0.000401,0.0339,0.0000738,1.44E-03,1.32E+02
326,6.99,2.4,0.0091,0.0119,0.0477,0.0446,1.16,0.000282,0.00618,0.000743,951,0.0000412,0.000031,0.0000558,0.000031,0.0000118,0.0212,0.0000886,0.0000895,0.0454,0.000934,5.82E-04,1.69E+02
678,6.99,2.4,0.0091,0.0119,0.0477,0.0446,1.16,0.000282,0.00618,0.000743,951,0.0000412,0.000031,0.0000558,0.000031,0.0000118,0.0212,0.0000886,0.0000895,0.0454,0.000934,5.82E-04,1.69E+02
973,6.99,2.4,0.0091,0.0119,0.0477,0.0446,1.16,0.000282,0.00618,0.000743,951,0.0000412,0.000031,0.0000558,0.000031,0.0000118,0.0212,0.0000886,0.0000895,0.0454,0.000934,5.82E-04,1.69E+02
103,6.99,2.39,7.71E-04,0.00206,0.0679,0.0436,0.582,0.000363,0.00308,0.000629,933,0.0000368,0.0000428,0.0000839,0.0000526,0.0000853,0.0221,0.000198,0.000533,0.00535,0.00111,6.45E-04,1.02E+02
22,7.00,2.4,0.0091,0.0119,0.0477,0.0446,1.16,0.000282,0.00618,0.000744,951,0.0000412,0.000031,0.0000557,0.000031,0.0000118,0.0212,0.0000886,0.0000895,0.0454,0.000934,5.83E-04,1.69E+02
132,7.00,2.44,0.000162,0.00545,0.0685,0.0416,0.608,0.000358,0.00565,0.000581,981,0.0000374,0.0000362,0.0000868,0.000053,1.01E-04,0.0217,0.000193,0.000814,0.00896,0.00106,5.81E-04,1.05E+02
66,7.00,2.32,4.43E-03,0.0281,0.0598,0.0568,0.785,0.000121,0.00827,0.000706,75.9,0.0000352,0.0000297,0.0000575,0.0000328,0.000183,0.0204,0,0.00107,0.0123,0.00142,5.00E-04,6.03E+01
46,7.00,2.4,0.00911,0.0119,0.0449,0.0446,1.16,0.000273,0.00649,0.000744,951,0.0000421,0.0000314,0.0000567,0.000031,0.0000118,0.0212,0.0000886,0.0000895,0.0454,0.000934,5.83E-04,1.73E+02
741,7.00,2.4,0.00911,1.19E-02,0.0449,0.0446,1.16,0.000273,0.00649,0.000744,951,0.0000421,0.0000314,0.0000567,0.000031,0.0000118,0.0212,0.0000886,0.0000898,0.0454,0.000934,5.83E-04,1.73E+02
718,7.00,2.4,0.0091,0.0119,0.0477,0.0446,1.16,0.000282,0.00643,0.000744,951,0.0000414,0.000031,0.0000557,0.000031,0.0000118,0.0212,0.0000887,0.0000895,0.0454,0.000934,5.83E-04,1.69E+02
422,7.01,2.41,6.23E-03,0.0186,0.0447,0.0657,1,0.000255,0.00647,0.000634,524,0.0000409,0.0000331,0.0000727,0.0000368,0.000144,0.0216,0,0.00119,0,0.00153,5.00E-04,4.55E+01
286,7.01,2.41,0.00639,0.0298,0.046,0.0647,0.931,0.000294,0.0058,0.000639,459,0.0000341,0.0000328,0.0000721,0.0000358,1.46E-04,0.0211,0,0.00121,0,0.00154,5.00E-04,6.02E+01
410,7.01,2.12,0.000133,3.65E-02,0.0682,0.0321,0.399,0.000711,0.000845,0.000689,822,0.0000219,0.0000369,0.0000885,0.0000426,0.0000639,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.81E+01
941,7.01,2.41,0.00639,0.0298,0.046,0.0647,0.931,0.000294,0.0058,0.000639,459,0.0000341,0.0000328,0.0000721,0.0000358,0.000146,0.0211,0.0000002,0.00121,0,0.00154,5.00E-04,6.02E+01
89,7.02,2.31,0.000431,1.08E-02,0.079,0.0412,0.492,0.000293,0.00668,0.000593,785,0.0000368,0.0000422,0.0000821,0.0000605,0.000087,0.0218,0.000936,0.000399,0.0221,0.000148,5.99E-04,1.35E+02
779,7.02,2.31,0.000431,1.08E-02,0.079,0.0412,0.492,0.000293,0.00668,0.000593,785,0.0000368,0.0000422,0.0000821,0.0000605,8.70E-05,0.0218,0.000936,0.000399,0.0221,0.000148,5.99E-04,1.35E+02
411,7.03,2.13,0.000133,0.0321,0.0684,0.0316,0.403,0.000712,0.000817,0.000689,823,0.0000219,0.0000371,0.0000883,0.0000423,0.0000569,0.0203,0.000251,0.000141,0.0337,0.000505,5.57E-04,5.81E+01
934,7.03,2.39,0.000773,0.00205,0.0679,0.0434,0.582,0.000363,0.00308,0.000629,934,0.0000368,0.0000428,0.000084,0.000053,8.53E-05,0.0221,0.000198,0.000547,0.00537,0.00111,6.45E-04,1.02E+02
8,7.04,2.47,0.00594,0.0138,0.0776,0.0633,1.07,0.000305,0.00351,0.00066,345,0.0000309,0.0000291,0.000075,0.0000362,1.42E-04,0.0214,0,0.00125,0,0.00187,5.00E-04,7.23E+01
923,7.04,2.13,0.000133,0.032,0.0684,0.0317,0.403,0.000712,0.000817,0.000689,823,0.0000219,0.0000371,0.0000883,0.0000423,5.71E-05,0.0203,0.000251,0.000141,0.0337,0.000506,5.57E-04,5.81E+01
263,7.04,2.13,0.000133,3.20E-02,0.0684,0.0317,0.403,0.000712,0.000817,0.000689,823,0.0000219,0.0000371,0.0000883,0.0000423,0.0000569,0.0203,0.000251,0.000141,0.0337,0.000505,5.57E-04,5.81E+01
767,7.04,2.42,0.00563,0.0211,0.0834,0.0715,0.884,0.000296,0.00568,0.00065,454,0.0000317,0.0000289,0.0000727,0.0000355,0.000181,0.0211,0.000000601,0.00128,0.00194,0.00212,5.00E-04,2.27E+01
75,7.05,2.42,0.00563,2.10E-02,0.0834,0.0715,0.884,0.000296,0.00568,0.00065,455,0.0000317,0.0000289,0.0000727,0.0000355,0.000181,0.0211,0.00E+00,0.00128,0.00194,0.00211,5.00E-04,2.27E+01
609,7.06,2.12,0.000133,0.0367,0.0682,0.0321,0.399,0.000711,0.000845,0.00069,822,0.0000219,0.0000369,0.0000885,0.0000425,0.000064,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.80E+01
759,7.06,2.32,0.00443,0.0281,0.0598,0.0568,0.785,0.000121,0.00827,0.000706,75.9,0.0000352,0.0000297,0.0000575,0.0000328,0.000183,0.0204,0,0.00107,0.0123,0.00142,5.00E-04,6.03E+01
305,7.06,2.41,0.0061,0.0205,0.0491,0.0678,0.997,0.000258,0.00673,0.000634,522,0.000034,0.0000331,0.0000734,0.0000368,0.000147,0.0219,0,0.00121,0.0000831,0.00152,5.00E-04,5.10E+01
959,7.06,2.41,0.0061,0.0205,0.0491,0.0678,0.997,0.000258,0.00673,0.000634,522,0.000034,0.0000331,0.0000734,0.0000368,0.000147,0.0219,0,0.00121,0.0000857,0.00152,5.00E-04,5.10E+01
659,7.07,2.41,0.0061,0.0205,0.0491,0.0678,0.997,0.000258,0.00673,0.000635,522,0.000034,0.0000331,0.0000734,0.0000368,1.47E-04,0.0219,0,0.00121,0.0000831,0.00152,5.00E-04,5.10E+01
738,7.07,2.36,0.000951,0.00783,0.0743,0.0479,0.554,0.000293,0.00572,0.000568,608,0.000043,0.0000397,0.0000851,0.0000591,0.000138,0.0213,0.000259,0.000402,0.0339,0.0000738,1.44E-03,1.32E+02
815,7.08,2.44,0.000162,0.00551,0.0685,0.0416,0.608,0.000358,0.00565,0.000581,981,0.0000374,0.0000362,0.0000868,0.000053,0.000101,0.0217,0.000193,0.000814,0.00896,0.00106,5.81E-04,1.05E+02
344,7.08,2.43,0.000259,0.00694,0.0744,0.0434,0.58,0.00032,0.00596,0.000652,885,0.0000378,0.0000247,0.0000934,0.0000553,0.000102,0.0221,0.00049,0.000906,0.00636,0.000966,6.89E-04,1.06E+02
458,7.08,2.31,0.000252,1.06E-02,0.0634,0.0429,0.503,0.000293,0.00652,0.000592,792,0.000037,0.0000413,0.0000821,0.0000605,0.000115,0.0213,0.000861,0.000446,0.0344,0.000156,1.17E-03,1.50E+02
381,7.09,2.35,0.000215,0.0106,0.0776,0.0447,0.547,0.000341,0.00453,0.000675,810,0.000036,0.0000425,0.0000746,0.0000606,1.04E-04,0.0213,0.000283,0.0005,0.0408,0.000191,2.78E-03,1.52E+02
628,7.09,2.4,0.00897,0.0123,0.0477,0.0461,1.16,0.000284,0.00618,0.000744,951,0.000041,0.0000309,0.0000548,0.000031,1.62E-05,0.0213,0.0000883,0.000115,0.0452,0.000978,5.83E-04,1.68E+02
266,7.09,2.4,0.00897,0.0123,0.0477,0.0461,1.16,0.000284,0.00618,0.000744,951,0.000041,0.0000309,0.0000548,0.000031,0.0000162,0.0213,0.0000883,0.000115,0.0452,0.000978,5.83E-04,1.68E+02
924,7.10,2.4,0.00897,0.0123,0.0477,0.0461,1.16,0.000284,0.00618,0.000744,951,0.000041,0.0000309,0.0000548,0.000031,0.0000162,0.0213,0.0000883,0.000115,0.0452,0.000978,5.83E-04,1.68E+02
648,7.10,2.41,0.00612,0.0198,0.0486,0.068,0.981,0.000267,0.00619,0.000633,545,0.0000338,0.0000333,0.0000724,0.0000366,1.47E-04,0.0219,0.0000113,0.00124,0.0000156,0.00157,5.58E-04,5.10E+01
495,7.11,2.12,0.000133,0.0365,0.0682,0.0321,0.399,0.000711,0.000845,0.000689,822,0.0000219,0.0000369,0.0000885,0.0000425,6.39E-05,0.0204,0.000251,0.000142,0.0334,0.000504,5.58E-04,5.80E+01
129,7.11,2.42,0.000618,0.00206,0.0679,0.0508,0.631,0.000324,0.00346,0.000618,944,0.0000387,0.0000388,0.0000828,0.000052,0.0000853,0.0223,0.000186,0.00067,0.007,0.00114,6.45E-04,9.93E+01
812,7.11,2.42,0.000618,0.00206,0.0679,0.0508,0.631,0.000324,0.00346,0.000618,944,0.0000387,0.0000388,0.0000828,0.000052,0.0000853,0.0223,0.000187,0.00067,0.007,0.00114,6.45E-04,9.93E+01
185,7.11,2.39,0.000639,0.00206,0.0679,0.0508,0.619,0.00038,0.00364,0.000628,941,0.0000375,0.0000427,0.0000837,0.0000526,0.0000912,0.0223,0.000194,0.00073,0.00535,0.00108,6.61E-04,9.88E+01
290,7.11,2.41,0.00612,0.0198,0.0486,0.068,0.981,0.000267,0.00619,0.000633,545,0.0000338,0.0000333,0.0000724,0.0000366,0.000147,0.0219,0.00001,0.00124,0,0.00157,5.58E-04,5.10E+01
499,7.11,2.41,0.00612,0.0198,0.0486,0.068,0.981,0.000267,0.00619,0.000633,545,0.0000338,0.0000333,0.0000724,0.0000366,0.000147,0.0219,1.00E-05,0.00124,0,0.00157,5.58E-04,5.10E+01
944,7.11,2.41,0.00612,0.0198,0.0486,0.068,0.981,0.000267,0.00619,0.000633,545,0.0000338,0.0000333,0.0000724,0.0000366,0.000147,0.0219,0.00001,0.00124,0,0.00157,5.58E-04,5.10E+01
168,7.12,2.35,0.000215,0.0106,0.0776,0.0447,0.547,0.000341,0.00452,0.000675,810,0.000036,0.0000425,0.0000746,0.0000606,0.000104,0.0213,0.000283,0.0005,0.0408,0.000181,2.78E-03,1.52E+02
501,7.12,2.42,0.00679,0.0206,0.0447,0.0662,1.04,0.00028,0.00678,0.000657,435,0.0000348,0.0000314,0.0000707,0.0000348,0.000147,0.022,0.00000316,0.00122,0.00105,0.00167,5.00E-04,5.44E+01
23,7.13,2.17,0.000126,0.015,0.0646,0.0464,0.432,0.000458,0.00251,0.000654,920,0.00002,0.0000447,0.000091,0.0000587,0.0000835,0.0206,0.0000598,0,0.0411,0.000549,5.51E-04,5.29E+01
645,7.13,2.31,0.00025,0.0108,0.0632,0.0431,0.505,0.000293,0.00647,0.000587,792,0.0000369,0.0000413,0.0000821,0.0000605,1.04E-04,0.0213,0.000865,0.000443,0.0344,0.000154,1.16E-03,1.51E+02
149,7.13,2.24,0.000226,0.0188,0.0677,0.0464,0.431,0.000448,0.00278,0.000648,937,0.00002,0.0000447,0.0000969,0.0000584,0.0000844,0.0205,0,0,0.0411,0.0009,5.00E-04,5.52E+01
418,7.14,2.46,0.00611,0.0221,0.0792,0.0593,0.952,0.000269,0.00647,0.00065,416,0.0000302,0.0000278,0.0000719,0.0000353,1.82E-04,0.021,0,0.00131,0.00151,0.00192,5.00E-04,2.75E+01
426,7.14,2.46,0.00611,0.0221,0.0792,0.0594,0.952,0.000269,0.00647,0.00065,417,0.0000302,0.0000278,0.0000719,0.0000352,0.000182,0.021,0,0.00131,0.00151,0.00192,5.00E-04,2.74E+01
541,7.14,2.12,0.000133,0.032,0.0684,0.0317,0.403,0.000711,0.000817,0.000689,823,0.0000219,0.0000371,0.0000885,0.0000423,0.0000569,0.0203,0.000251,0.000142,0.0337,0.000506,5.58E-04,5.81E+01
558,7.14,2.46,0.00611,0.0221,0.0792,0.0593,0.952,0.000269,0.00647,0.00065,416,0.0000302,0.0000278,0.0000719,0.0000352,0.000182,0.021,0,0.00131,0.00151,0.00192,5.00E-04,2.74E+01
