t	Vm run 00	Vm run 01	Vm run 02	Vm run 03	Vm run 04	Vm run 05
129.65	-65.4654180575	-55.8418709644	-67.9276906967	-66.4094926372	-63.268094053	-70.1373471896
129.675	-65.4696718006	-55.8327488402	-67.9168057362	-66.397488908	-63.2705228818	-70.1294173977
129.7	-65.4732582433	-55.8240498997	-67.9069328152	-66.3849395128	-63.2733129518	-70.120040737
129.725	-65.4762929199	-55.8158197371	-67.8980102486	-66.3716341	-63.2764890463	-70.1086808384
129.75	-65.4788897034	-55.8069779179	-67.8899831142	-66.3575192994	-63.2800741675	-70.0954178487
129.775	-65.4811547666	-55.7968605903	-67.8827985236	-66.3426489088	-63.2840894512	-70.0806426621
129.8	-65.4831836806	-55.7853670447	-67.8764212973	-66.3271405186	-63.2885540397	-70.0648470269
129.825	-65.485060481	-55.7727022645	-67.8708182817	-66.3111451852	-63.293485017	-70.0485114904
129.85	-65.4868578944	-55.7587252013	-67.8659558175	-66.2948269358	-63.2988974264	-70.0320559982
129.875	-65.4886381893	-55.7366802897	-67.8618012665	-66.2783493655	-63.3048043485	-70.0158247534
129.9	-65.4904543142	-55.7076798786	-67.8583245085	-66.2618674178	-63.311088727	-70.0000878123
129.925	-65.4923511141	-55.673745042	-67.8554986447	-66.2455227934	-63.3175183939	-69.985049734
129.95	-65.4943665074	-55.63652572	-67.8533000741	-66.2294912459	-63.323839993	-69.9708602693
129.975	-65.4965325595	-55.5972470145	-67.8517082183	-66.2139055002	-63.3298564138	-69.95762412
130.0	-65.4988764276	-55.5568012818	-67.8507051017	-66.19886356	-63.3354595051	-69.9454089491
130.025	-65.5014211769	-55.5158339793	-67.8502749118	-66.1844414239	-63.3406283376	-69.9342520726
130.05	-65.5041864809	-55.4748092961	-67.8504035992	-66.1706995735	-63.3454105302	-69.9240920485
130.075	-65.5071892132	-55.4340586498	-67.8510785424	-66.157686162	-63.3498993224	-69.914781673
130.1	-65.510443938	-55.3938162503	-67.8522882788	-66.1454389443	-63.3542129608	-69.9061482736
130.125	-65.5139633049	-55.3542451473	-67.8540222939	-66.1339867359	-63.358478776	-69.8980436864
130.15	-65.5177583593	-55.3154563222	-67.8562708574	-66.1233438582	-63.3628221143	-69.890366278
130.175	-65.5218387837	-55.277529304	-67.859024894	-66.1135038858	-63.3673593689	-69.8830615383
130.2	-65.5262130819	-55.2402661636	-67.862275882	-66.1043240083	-63.3721941207	-69.8761123374
130.225	-65.5308887228	-55.2034332157	-67.8660157699	-66.0955552098	-63.3774154722	-69.8695267265
130.25	-65.5358722518	-55.1668933429	-67.8702231949	-66.0869331508	-63.3830978613	-69.8633271949
130.275	-65.541169381	-55.1306157303	-67.8748545112	-66.0782425268	-63.3893016465	-69.857542658
130.3	-65.5467850623	-55.0945744857	-67.8798469255	-66.0692152208	-63.3960739458	-69.8522027804
130.325	-65.5527235495	-55.0585594854	-67.8851290279	-66.0595658713	-63.4034495368	-69.8473340365
130.35	-65.5589884537	-55.022290631	-67.890632087	-66.0490744774	-63.4114518467	-69.8429572917
130.375	-65.5655827924	-54.9855521663	-67.896298272	-66.0376293625	-63.4200941205	-69.8390868001
130.4	-65.5725090347	-54.9482349074	-67.9020848597	-66.0252255719	-63.4293807932	-69.8357303693
130.425	-65.5797691435	-54.9103200859	-67.9079650902	-66.0119407684	-63.439309014	-69.832890287
130.45	-65.5873646127	-54.8718479345	-67.9139268258	-65.9979063984	-63.4498702185	-69.830564595
130.475	-65.5952965012	-54.8328907383	-67.9199700772	-65.9832826892	-63.4610516293	-69.8287440479
130.5	-65.6035654765	-54.7935346246	-67.926104167	-65.9682399775	-63.4728375915	-69.8274093848
130.525	-65.612232008	-54.7538686478	-67.9323450011	-65.9529460674	-63.4852106627	-69.8265317642
130.55	-65.6213153789	-54.7139787329	-67.9387126912	-65.9375583923	-63.498152402	-69.8260758755
130.575	-65.6308151657	-54.6739445389	-67.9452296166	-65.9222196695	-63.5116438586	-69.8260040326
130.6	-65.6407252085	-54.6338379953	-67.9519189442	-65.9070559513	-63.5256658212	-69.8262798537
130.625	-65.6510381825	-54.5937227784	-67.9588035632	-65.8921762467	-63.540198839	-69.826870836
130.65	-65.6617468787	-54.5536543184	-67.9659053586	-65.8776731232	-63.5552230268	-69.8277497183
130.675	-65.6728445169	-54.5136803389	-67.973244741	-65.8636238827	-63.5706940578	-69.8288949082
130.7	-65.6843247828	-54.4738415122	-67.9808403637	-65.8500920329	-63.5865336203	-69.8302902547
130.725	-65.6961817864	-54.4341720117	-67.9887089747	-65.8371288739	-63.6026415963	-69.8319243974
130.75	-65.708409999	-54.3939641753	-67.9968653658	-65.8247750793	-63.6189156594	-69.8337898946
130.775	-65.7210041875	-54.3526268163	-68.005322391	-65.8130315086	-63.6352663684	-69.8358822802
130.8	-65.7339593512	-54.3099173221	-68.0140910326	-65.8018516089	-63.6516242488	-69.8381991591
130.825	-65.7472706659	-54.265852449	-68.0231804995	-65.7911596594	-63.6679404462	-69.8404871336
130.85	-65.7609334342	-54.2205838276	-68.0325983441	-65.7808756923	-63.6841838352	-69.8423742068
130.875	-65.7749430459	-54.1743018631	-68.0423505892	-65.7709338859	-63.7003369064	-69.8435473356
130.9	-65.7892949439	-54.1271833973	-68.0524418582	-65.761290517	-63.7163917911	-69.843830294
130.925	-65.8039845989	-54.0793722748	-68.0628755264	-65.7519238012	-63.7323470184	-69.8431820681
130.95	-65.8190325695	-54.0314947192	-68.0736538882	-65.7428296527	-63.7482051411	-69.8416621127
130.975	-65.8344497922	-53.9834278212	-68.0847783118	-65.7339631516	-63.7639142841	-69.8393300176
131.0	-65.8501845297	-53.9351630904	-68.0962493659	-65.7252474238	-63.7793720573	-69.8362030878
131.025	-65.8661295823	-53.8867094065	-68.1080669154	-65.7166089885	-63.7944666805	-69.8322745103
131.05	-65.8821601094	-53.8380783637	-68.1202301915	-65.7078147278	-63.8091116349	-69.8275457748
131.075	-65.8981672273	-53.7892810311	-68.1327378471	-65.6985905419	-63.8232600082	-69.8220469341
131.1	-65.9140755089	-53.7403269543	-68.1455879778	-65.6887492664	-63.8369031092	-69.8158412629
131.125	-65.929846429	-53.6912236499	-68.1587780628	-65.6782277304	-63.8500616181	-69.8090199223
131.15	-65.9454735815	-53.641977541	-68.1723047965	-65.6670661768	-63.8627752284	-69.8016926359
131.175	-65.9609746381	-53.5925938663	-68.1861638354	-65.6553713203	-63.8750937463	-69.7939782059
131.2	-65.9763830898	-53.5430758941	-68.2003495252	-65.643283253	-63.8870704859	-69.7859966546
131.225	-65.9917412196	-53.4934241073	-68.2148546909	-65.6309518166	-63.8987549259	-69.7778796468
131.25	-66.0070788192	-53.4436353849	-68.2296705469	-65.6185219043	-63.9101863506	-69.7697456145
131.275	-66.0223997109	-53.3937022813	-68.2447867543	-65.6061254584	-63.921390953	-69.7616962604
131.3	-66.037684691	-53.3436126283	-68.2601916126	-65.5938779523	-63.9323826997	-69.7538184681
131.325	-66.0529035497	-53.2933495744	-68.2758722589	-65.5818776413	-63.9431665951	-69.746186122
131.35	-66.0680271892	-53.2428919862	-68.2918147134	-65.5702063856	-63.9537426876	-69.7388615007
131.375	-66.083035461	-53.1922131256	-68.308003726	-65.5589312634	-63.9641096517	-69.7318964915
131.4	-66.0979203163	-53.1412782553	-68.3244225241	-65.5481064891	-63.9742674062	-69.7253337438
131.425	-66.1126856009	-53.0900431399	-68.3410526336	-65.5377753519	-63.9842186435	-69.7192077786
131.45	-66.1273450479	-53.0384544733	-68.3578739129	-65.5279720224	-63.9939693786	-69.7135413839
131.475	-66.1419196358	-52.98645157	-68.3748648571	-65.5187758134	-64.0035287598	-69.7083398156
131.5	-66.1564350039	-52.9339683514	-68.3920031167	-65.5102398866	-64.0129084351	-69.7035793858
131.525	-66.1709192509	-52.8809351367	-68.4092661026	-65.5023927351	-64.0221217481	-69.6992069717
131.55	-66.1854012205	-52.8272801404	-68.4266315433	-65.4952486871	-64.0311829689	-69.6951488087
131.575	-66.1999092542	-52.7729322251	-68.4440779225	-65.4888142298	-64.0401066818	-69.6913235708
131.6	-66.2144703417	-52.7178224554	-68.4615847895	-65.4830912067	-64.0489073448	-69.6876547339
131.625	-66.2291095877	-52.6618841437	-68.4791329024	-65.4780784755	-64.057598981	-69.6840793352
131.65	-66.2438499143	-52.6050521993	-68.4967052164	-65.4737728393	-64.0661949638	-69.6805524717
131.675	-66.2587116687	-52.5472623095	-68.5142869267	-65.4701696186	-64.074744499	-69.6770064125
131.7	-66.2737120206	-52.4884500448	-68.5318649416	-65.4673825067	-64.0832842359	-69.6733347903
131.725	-66.2888643551	-52.4285498294	-68.5494273844	-65.4654084624	-64.0918351455	-69.6694107062
131.75	-66.3041779458	-52.3674722391	-68.5669633722	-65.4642248186	-64.1004071203	-69.6651156339
131.775	-66.3196580571	-52.3051013663	-68.5844630325	-65.463808982	-64.1090018763	-69.6603613207
131.8	-66.3353064557	-52.2413065883	-68.6018482015	-65.464140524	-64.117614224	-69.6444568762
131.825	-66.3511009828	-52.1759548178	-68.6187487258	-65.4652008822	-64.1262329302	-69.6219212866
131.85	-66.3669928484	-52.1088970346	-68.6346895143	-65.4669729143	-64.1348418472	-69.5959156048
131.875	-66.3829195764	-52.0399671547	-68.6493019973	-65.469440556	-64.1425940253	-69.5677855435
131.9	-66.3988198453	-51.9689880753	-68.6624044558	-65.4725885782	-64.1488305511	-69.5381867737
131.925	-66.4142472019	-51.8957776525	-68.6739855938	-65.4763879164	-64.153340199	-69.5075811972
131.95	-66.4288010968	-51.8201522133	-68.6841521451	-65.4807879198	-64.1562325504	-69.4763770641
131.975	-66.4422726656	-51.7419276925	-68.6930763137	-65.4857211662	-64.1577705685	-69.4449480604
132.0	-66.4546260282	-51.6609190497	-68.7009560247	-65.491183211	-64.1582583802	-69.4136252359
132.025	-66.4659386063	-51.5769385344	-68.7079892585	-65.4971346759	-64.1579831172	-69.3826897603
132.05	-66.4763479095	-51.4897931774	-68.7143595823	-65.5035232529	-64.1571710301	-69.3523715053
132.075	-66.4860149369	-51.3992817501	-68.7202188455	-65.5103012007	-64.1559707189	-69.322852182
132.1	-66.4951021232	-51.3051913369	-68.7256779577	-65.5174314819	-64.1544644545	-69.2942709167
132.125	-66.5037614299	-51.2072765	-68.7308108044	-65.5248883606	-64.1526922434	-69.2665577196
132.15	-66.5121288181	-51.1052451486	-68.7356655851	-65.5326558843	-64.150674742	-69.2395598256
132.175	-66.5203224724	-50.9987601084	-68.7402765323	-65.5407257754	-64.1484290228	-69.2131508657
132.2	-66.5284431707	-50.8874481017	-68.7446724172	-65.5490953775	-64.1459769234	-69.1872663601
132.225	-66.5365756976	-50.770906873	-68.7488810433	-65.5577658983	-64.1433479949	-69.1618976539
132.25	-66.5447906349	-50.6485945103	-68.7529266513	-65.5667410123	-64.1405792749	-69.1370732331
132.275	-66.5531429628	-50.5198725909	-68.7568252176	-65.5760258009	-64.1377135487	-69.112840891
132.3	-66.5616690574	-50.3840760817	-68.7605824018	-65.5856259817	-64.134797115	-69.089254731
132.325	-66.5703854547	-50.2405381365	-68.7641951054	-65.5955473671	-64.1318775969	-69.0663670153
132.35	-66.579290868	-50.0885668964	-68.7676552239	-65.6057954991	-64.1290020579	-69.0442236533
132.375	-66.5883708122	-49.9274060826	-68.7709538103	-65.616375416	-64.1262155266	-69.0228621061
132.4	-66.597603285	-49.756199322	-68.7740844686	-65.6272915143	-64.1235599455	-69.002310808
132.425	-66.6069641075	-49.5739607205	-68.777045516	-65.6385474773	-64.1210735134	-68.9825895091
132.45	-66.6164310981	-49.3795465406	-68.7798409465	-65.6501462513	-64.1187903606	-68.9637101395
132.475	-66.6259868068	-49.171622166	-68.7824771363	-65.6620900527	-64.1167404847	-68.9456779272
132.5	-66.6356199129	-48.9486190573	-68.7849579993	-65.674380418	-64.1149498776	-68.9284925834
132.525	-66.6453255652	-48.7086785078	-68.7872824197	-65.6870182811	-64.1134407779	-68.9121494395
132.55	-66.6530196618	-48.4495789323	-68.7894450247	-65.7000040514	-64.1122319982	-68.8966393219
132.575	-66.6574892543	-48.1686415314	-68.791428238	-65.7133374908	-64.1113392771	-68.8819477557
132.6	-66.6586003212	-47.8626062332	-68.7931986697	-65.727017339	-64.1107756134	-68.8680462176
132.625	-66.6568130434	-47.5274657803	-68.7947123813	-65.7410408619	-64.1102027946	-68.8548848807
132.65	-66.6528024765	-47.1582399684	-68.7959247448	-65.7554035454	-64.1074071376	-68.8423921646
132.675	-66.6472566185	-46.7486629989	-68.7967996723	-65.7700990623	-64.1010751523	-68.8304809979
132.7	-66.6407879605	-46.2907424897	-68.7973155004	-65.7770053801	-64.0909301178	-68.8190455236
132.725	-66.6339041935	-45.7741251099	-68.7973892394	-65.7780682124	-64.0772824118	-68.8081862902
132.75	-66.6270068605	-45.1851643595	-68.796882036	-65.7756727997	-64.0606991454	-68.7976824945
132.775	-66.6204019023	-44.5055184536	-68.795653045	-65.771577588	-64.0418234668	-68.7873805491
132.8	-66.6143142356	-43.7099877437	-68.7936024066	-65.7669628277	-64.0212833701	-68.7771622529
132.825	-66.6032553693	-42.7626854423	-68.79068705	-65.7625935981	-63.9996485325	-68.7669428369
132.85	-66.5875372044	-41.6118864454	-68.786917089	-65.7589519012	-63.9774128847	-68.7566690484
132.875	-66.5687577882	-40.1807661073	-68.7823437503	-65.7563291322	-63.9549910656	-68.7463149037
132.9	-66.5483774369	-38.351345393	-68.777045908	-65.7548890074	-63.93272221	-68.7355328508
132.925	-66.527494771	-35.9370095354	-68.7711438067	-65.7547103153	-63.9108773191	-68.7237782093
132.95	-66.5068839517	-32.6378146258	-68.7647567549	-65.755816054	-63.889668042	-68.7105598224
132.975	-66.4870696504	-27.9830592822	-68.7579957549	-65.7581933326	-63.8692556272	-68.6955764418
133.0	-66.4683937796	-21.3330494995	-68.750963067	-65.7618069525	-63.8497579465	-68.6787337208
133.025	-66.4510672664	-12.2304181959	-68.7437522758	-65.7666086364	-63.8312551127	-68.6601014955
133.05	-66.4352085009	-1.4532619565	-68.7363878553	-65.7725432416	-63.8137951007	-68.6398566891
133.075	-66.4208713885	8.42099982463	-68.728839289	-65.7795528854	-63.7973999069	-68.6182332173
133.1	-66.4080641489	14.9733359383	-68.7210605304	-65.787579622	-63.782071874	-68.5954851949
133.125	-66.3967611994	17.8448348533	-68.7130194803	-65.7965671238	-63.7677995211	-68.5718629155
133.15	-66.3869113211	17.9954383162	-68.704710731	-65.8064616794	-63.7545624052	-68.5475988449
133.175	-66.3784444994	16.4865955497	-68.6961480488	-65.8172127307	-63.7423348357	-68.5228931479
133.2	-66.3712784056	14.095433511	-68.6873493218	-65.8287731018	-63.7310885067	-68.4979045881
133.225	-66.3653244845	11.3223458414	-68.6783259772	-65.8410990282	-63.7207942373	-68.4727516402
133.25	-66.3604932452	8.46361463012	-68.6690802268	-65.8541500589	-63.7114230429	-68.4448383156
133.275	-66.3566984146	5.67786051828	-68.6596078708	-65.8678888838	-63.7029467402	-68.4128448781
133.3	-66.3538598311	3.03824475732	-68.6499032025	-65.8822811204	-63.69533825	-68.3766499656
133.325	-66.3519051557	0.569520994488	-68.6399635712	-65.89729482	-63.6885717149	-68.3367347171
133.35	-66.3507671544	-1.72841654286	-68.6297925047	-65.9128995635	-63.6826225114	-68.2938079129
133.375	-66.3503791647	-3.86697040467	-68.6193819446	-65.9290653892	-63.6774672091	-68.2486176159
133.4	-66.3506726067	-5.86164576353	-68.604863496	-65.9457619526	-63.6730835051	-68.2018646411
133.425	-66.3515777617	-7.72852054716	-68.585494714	-65.9629581879	-63.6694501528	-68.1541673876
133.45	-66.3530267676	-9.48267786537	-68.561949885	-65.9806224928	-63.6665468918	-68.1060520505
133.475	-66.3549571662	-11.1376308655	-68.5352403039	-65.9987232855	-63.6643543836	-68.0579550718
133.5	-66.3573125031	-12.7052203044	-68.5063138135	-66.017231319	-63.6628541534	-68.0102311226
133.525	-66.360040464	-14.1957182939	-68.4759492283	-66.0361205686	-63.6620285375	-67.9629121493
133.55	-66.3630909668	-15.6180068812	-68.4447538629	-66.0553681247	-63.6618606364	-67.9158541879
133.575	-66.3664233621	-16.9800269196	-68.4131901683	-66.0749537677	-63.6623342708	-67.8689324331
133.6	-66.3697460541	-18.2884215873	-68.3816060939	-66.0948594963	-63.6634339413	-67.822094432
133.625	-66.3726602207	-19.548939263	-68.350261618	-66.1150690608	-63.6651447909	-67.7753516286
133.65	-66.3748328813	-20.7666009087	-68.3193499937	-66.1355674988	-63.6674525688	-67.7287645317
133.675	-66.3760619417	-21.9458099408	-68.2890122874	-66.1563400201	-63.6703435964	-67.6824301492
133.7	-66.3743860032	-23.0904344401	-68.2593466301	-66.1773700096	-63.6738047184	-67.636469699
133.725	-66.3692164195	-24.2038703058	-68.2304150181	-66.1986368367	-63.6778232212	-67.5910115069
133.75	-66.3605130794	-25.2890894788	-68.2022496667	-66.220114431	-63.6823867181	-67.5461724134
133.775	-66.3487498729	-26.3486761961	-68.1748595512	-66.2417711533	-63.6874830233	-67.5020446911
133.8	-66.3345574872	-27.3848539171	-68.148236906	-66.2635669676	-63.6931000444	-67.4574522441
133.825	-66.3185687892	-28.3995054846	-68.1223631986	-66.2854495146	-63.6992257173	-67.4117394336
133.85	-66.3013568284	-29.3941890865	-68.0972141823	-66.3073528429	-63.7058479922	-67.3649044045
133.875	-66.2834638396	-30.3701526274	-68.0727638325	-66.3292002391	-63.7129548223	-67.3172748543
133.9	-66.2653242088	-31.3283490013	-68.0489871508	-66.3508276132	-63.720534078	-67.2692641862
133.925	-66.2472780207	-32.2694545373	-68.0258619403	-66.3720131832	-63.7285733521	-67.2212548596
