# presynaptic cell type	cell ID	spike times
L2_B3	82	15.9296975909,
L2_B3	89	109.235806813,
L2_B3	94	82.1852320843,
L2_B3	101	45.4686183496,
L2_B3	111	269.675256041,
L2_B3	125	69.2996746006,
L2_B3	134	208.850940603,
L2_B3	135	225.906828424,
L2_B3	142	252.526847236,
L2_B3	149	203.638021101,
L2_B4	3	277.197388946,
L2_B4	5	31.2224760298,214.184940556,308.038185183,
L2_B4	8	331.15990538,
L2_B4	11	243.275278903,
L2_B4	12	258.855008065,
L2_B4	14	218.765497231,
L2_B4	16	81.5167969562,
L2_B4	19	208.390403504,
L2_Beta	1	177.875864393,
L2_Beta	7	1.50290452376,
L2_Beta	10	208.118936202,
L2_Beta	12	124.81154958,
L2_Beta	15	309.425066252,
L2_Beta	36	131.681326818,
L2_Beta	38	114.158585356,
L2_Beta	43	18.0227720844,
L2_Beta	44	146.839665597,
L2_Beta	57	100.384380532,
L2_Beta	59	165.758046283,
L2_Beta	69	156.573825238,
L2_Beta	78	195.659124707,
L2_C1	0	295.721705701,
L2_C1	2	99.4003153256,
L2_C1	9	118.79176931,
L2_C1	10	40.5581264389,
L2_C1	16	2.23449058138,
L2_C1	24	276.000004917,
L2_C1	30	212.652014121,
L2_C1	40	288.661527977,
L2_C1	57	244.819882483,
L2_C1	59	14.9022250748,
L2_C1	64	159.474928955,
L2_C1	66	147.937409932,
L2_C1	71	322.479328814,
L2_C1	83	91.4406646963,
L2_C1	86	251.149453634,284.722475674,
L2_C1	95	340.405475617,
L2_C1	104	16.4040963531,
L2_C1	106	148.793959458,
L2_C1	114	101.891629188,
L2_C1	118	156.905789771,
L2_C1	131	27.2971125077,
L2_C1	133	309.689683373,
L2_C1	140	10.9346891579,
L2_C1	146	170.199678525,
L2_C1	152	38.6976034613,105.906995043,
L2_C1	153	124.704328235,
L2_C1	154	70.4686988151,
L2_C1	158	176.632018684,
L2_C1	166	266.048677395,
L2_C1	175	19.8490759074,
L2_C1	178	256.330204345,
L2_C1	179	284.648517317,
L2_C1	181	183.052626826,
L2_C1	182	43.7090579431,
L2_C1	194	311.163169353,
L2_C1	207	333.329414944,
L2_C1	211	247.801859057,
L2_C1	219	288.037148314,
L2_C1	223	181.904929519,275.667826678,
L2_C1	224	230.856320727,
L2_C1	227	142.523068129,
L2_C1	228	0.47375583717,
L2_C1	233	57.2016179624,153.90052716,
L2_C1	242	35.6787893949,
L2_C1	245	163.844756012,
L2_C1	263	304.036170156,
L2_C1	264	252.335166638,
L2_C1	269	133.179312749,
L2_C1	280	325.749291569,
L2_C2	6	246.785358568,
L2_C2	15	123.854006143,
L2_C2	21	173.98477495,
L2_C2	29	202.856850109,
L2_C2	43	173.446216166,
L2_C2	46	74.1749566592,
L2_C2	62	168.009191959,
L2_C2	65	246.290222093,
L2_C2	74	122.473128796,
L2_C2	76	11.1343284407,
L2_C2	78	224.583161819,254.306405539,
L2_C2	85	284.39846134,
L2_C2	93	266.235483215,
L2_C2	116	263.600577427,
L2_C2	123	159.021095,
L2_C2	130	210.696434868,
L2_C2	134	211.153820517,
L2_C2	137	246.146893963,
L2_C2	139	288.267498938,
L2_C2	142	170.289265678,199.522904239,202.983821107,
L2_C2	143	103.269883601,
L2_C2	150	220.218275446,
L2_C2	153	38.7311989783,
L2_C2	156	192.478512112,
L2_C2	157	157.337792985,286.019682027,
L2_C2	169	298.801638731,
L2_C2	174	75.6387069959,
L2_C2	179	156.42838614,
L2_C2	183	303.93484925,326.733580852,
L2_C2	188	246.126954436,
L2_C2	196	157.678621551,
L2_C2	208	77.5971692082,
L2_C2	211	52.4086536526,
L2_C2	213	45.7719883074,
L2_C2	214	61.6571412495,
L2_C2	216	242.791162149,255.825721215,
L2_C2	236	282.602407826,
L2_C2	239	174.03667755,
L2_C2	241	261.875728179,
L2_C2	242	32.0108010958,140.766636577,
L2_C2	249	169.153780568,
L2_C2	255	243.098714374,
L2_C2	261	24.8195816244,
L2_C2	262	53.3955119591,
L2_C2	263	288.50999156,
L2_C2	287	33.950054,
L2_C2	289	118.520258996,
L2_C2	305	118.363045864,
L2_C2	311	19.8623348265,
L2_C2	317	119.939292181,
L2_C2	320	217.112783018,
L2_C2	324	72.4857557308,
L2_C2	326	50.9363513946,227.884450303,
L2_C2	330	20.0998368812,
L2_C2	337	326.457366151,
L2_C2	341	181.068176859,
L2_C2	343	60.6724199536,
L2_C2	346	52.092069845,
L2_C2	348	263.985509651,
L2_C2	362	288.099303885,
L2_C2	381	181.142496423,
L2_C2	386	237.431989436,
L2_C2	390	249.71645292,
L2_C2	394	3.82697220201,
L2_C2	397	287.11419354,
L2_C2	428	67.6938511527,101.059776599,
L2_C2	431	215.595741353,
L2_C2	438	94.4362140317,
L2_C2	446	198.969879074,
L2_C2	454	165.721876737,
L2_C2	475	197.54284668,
L2_C2	483	195.338533854,
L2_C2	486	171.468921749,
L2_C2	495	287.718950204,
L2_C2	496	79.3205303851,302.598958566,
L2_C2	497	199.644423928,
L2_C2	502	178.34464312,
L2_C2	505	341.931846902,
L2_C2	515	294.2596445,
L2_C2	526	293.040567256,
L2_C2	539	87.7723161137,
L2_C2	549	157.206357758,
L2_C2	562	228.930660943,
L2_C2	569	27.4326832278,
L2_C2	574	104.606462057,181.414001804,
L2_C2	580	328.820505734,
L2_C2	588	190.863975706,
L2_C2	616	45.5414144799,221.787506302,
L2_C2	636	18.5404950568,
L2_C2	654	287.534691446,
L2_C2	659	14.5957669712,
L2_C2	665	119.568063211,
L2_C2	671	318.866292254,
L2_C2	672	75.1195815995,217.744773944,
L2_C2	673	142.111603587,
L2_C2	678	137.834511326,
L2_C2	679	232.665516872,
L2_C2	682	25.4026518346,
L2_C2	692	36.5600194672,
L2_C2	693	273.924386124,
L2_C2	727	32.6687593356,
L2_C2	745	14.7485139713,
L2_C2	746	285.638000205,
L2_C2	748	28.8520798804,
L2_C2	756	293.931866718,
L2_C2	757	150.873368388,
L2_C2	763	79.2331398672,
L2_C2	771	218.477154709,
L2_C2	773	81.8288998681,
L2_C2	775	170.663240933,
L2_C2	777	129.231400725,
L2_C2	792	189.534285141,255.974314948,
L2_C2	796	63.8652932114,
L2_C2	797	336.387597713,
L2_C2	800	61.1910545741,
L2_C2	805	249.275975036,
L2_C2	818	181.557105625,
L2_C2	819	123.241872531,
L2_C2	821	257.617158349,
L2_C2	830	287.046332965,
L2_C2	834	331.306882558,
L2_C2	846	8.65999088409,159.088712602,
L2_C2	852	169.065682255,
L2_C2	856	28.7589592837,
L2_C2	878	263.635663865,
L2_C2	879	200.969969213,
L2_C2	887	15.4826918513,
L2_C2	889	0.491095437058,
L2_C2	891	139.865075767,
L2_C2	896	56.9845318362,
L2_C2	905	167.564579349,
L2_C2	910	112.025124592,
L2_C2	927	214.113965933,
L2_C2	929	11.0778360294,
L2_C2	934	36.7996908937,
L2_C2	937	37.641015314,288.977486421,
L2_C2	938	288.658186993,
L2_C2	946	146.496782104,
L2_C2	954	171.879240663,281.442989002,
L2_C2	959	80.7967011956,
L2_C2	966	317.060618928,
L2_C2	974	173.811462261,
L2_C2	988	266.664105692,
L2_C2	996	216.983505443,
L2_C2	1007	142.284397891,
L2_C2	1012	131.263931474,
L2_C2	1032	344.3962032,
L2_C2	1068	177.152995737,
L2_C2	1073	87.6697682556,
L2_C2	1081	191.257828951,
L2_C2	1094	288.378971269,
L2_C2	1098	55.2892424207,
L2_C2	1100	118.562097116,
L2_C2	1102	83.6216330005,
L2_C2	1115	273.288480338,
L2_C2	1116	344.551283108,
L2_C2	1119	256.258688078,
L2_C2	1125	262.164007815,
L2_C2	1133	50.0045286641,
L2_C2	1134	263.995282445,
L2_C2	1145	315.395207701,
L2_C2	1153	132.21708557,
L2_C2	1158	323.340265323,
L2_C2	1159	261.319223733,
L2_C2	1169	104.012379266,
L2_C2	1171	179.607251976,213.408774409,
L2_C2	1172	62.0004465394,
L2_C2	1174	38.4587616246,
L2_C2	1177	308.268612715,
L2_C3	1	131.17367482,
L2_C3	2	111.885008917,
L2_C3	3	189.967759211,
L2_C3	12	74.0042778023,
L2_C3	14	28.7875299704,
L2_C3	18	174.385562083,
L2_C3	20	290.336316851,
L2_C3	41	224.832462857,
L2_C3	47	129.563398015,
L2_C3	50	28.327592369,
L2_C3	51	190.037406871,
L2_C3	53	141.211444425,222.137929241,
L2_C3	58	291.869534408,
L2_C3	59	251.565755683,
L2_C3	63	264.802311817,
L2_C3	75	256.986647407,
L2_C3	84	170.206344105,
L2_C3	86	330.431743941,
L2_C3	91	106.321609883,
L2_C3	97	142.98087459,
L2_C3	99	38.4375618451,
L2_C3	128	212.567978505,
L2_C3	146	303.523138145,
L2_C3	163	86.541353619,
L2_C3	167	65.5596643787,
L2_C3	181	251.195678363,
L2_C3	182	263.349661533,
L2_C3	196	248.71154228,
L2_C3	206	85.6364000031,
L2_C3	223	255.788299646,
L2_C3	228	226.629565772,
L2_C3	230	318.450050127,
L2_C3	234	199.421047643,
L2_C3	246	1.52644427555,
L2_C3	247	291.022082035,
L2_C3	253	268.279635431,
L2_C3	265	97.0610292301,
L2_C3	271	40.8391452945,
L2_C3	272	285.52517432,
L2_C3	273	3.39225211214,
L2_C3	277	329.471760957,
L2_C3	283	144.388056618,
L2_C3	288	327.617217239,
L2_C4	4	337.483578723,
L2_C4	8	114.300380432,
L2_C4	12	257.781860853,
L2_C4	13	29.3591687381,
L2_D1	9	279.210588785,
L2_D1	10	86.9307370727,
L2_D1	24	25.6106686926,
L2_D1	28	252.840682035,
L2_D1	32	5.71992574665,
L2_D1	45	85.8847341912,
L2_D1	51	185.303199773,
L2_D1	58	341.107208468,
L2_D1	67	257.50986902,305.733681879,
L2_D1	76	34.1952863733,
L2_D1	85	228.30400308,
L2_D1	88	37.2011683185,
L2_D1	94	206.220211187,
L2_D2	0	216.520026344,
L2_D2	7	266.267307275,
L2_D2	17	203.564344244,
L2_D2	18	283.475440644,
L2_D2	21	34.2507204663,
L2_D2	25	142.354367275,
L2_D2	32	111.961486834,224.288970945,
L2_D2	40	55.7132036534,
L2_D2	43	179.295277825,
L2_D2	52	335.358877438,
L2_D2	55	49.0199278789,
L2_D2	66	76.1013733704,
L2_D2	67	7.3748889939,
L2_D2	69	175.248571097,
L2_D2	82	249.589379232,
L2_D2	91	42.876111113,285.325887976,
L2_D2	92	249.974525832,
L2_D2	102	24.3430658761,272.228086974,
L2_D2	104	123.381727173,
L2_D2	113	238.899080648,
L2_D2	114	341.008792924,
L2_D2	115	37.8534264982,304.244487856,
L2_D2	125	228.998797446,
L2_D2	127	130.914626177,
L2_D2	128	201.521056727,293.589841813,
L2_D2	148	284.785903513,
L2_D2	150	277.488721992,
L2_D2	183	7.47691757129,
L2_D2	188	218.464948918,
L2_D2	189	132.324916155,
L2_D2	193	245.231952936,
L2_D2	204	243.604761266,
L2_D2	205	272.180289017,
L2_D2	207	286.989650544,
L2_D2	212	249.56363681,
L2_D2	216	7.07407861464,
L2_D2	229	35.4104489752,
L2_D2	231	108.279955921,
L2_D2	238	134.59665241,
L2_D2	243	328.863101374,
L2_D2	254	339.341262327,
L2_D2	257	88.1505229483,
L2_D2	276	171.026366529,
L2_D2	280	247.966130621,
L2_D2	286	221.475294314,
L2_D2	293	128.97087589,
L2_D2	305	286.06596103,
L2_D2	306	266.36942431,
L2_D2	312	131.961327326,
L2_D3	4	280.855015136,
L2_D3	8	128.619059933,
L2_D3	9	61.214870781,129.861329718,
L2_D3	23	344.020422192,
L2_D3	24	175.959959444,
L2_D3	25	256.798135163,
L2_D3	34	59.4597210659,
L2_D3	35	164.703046051,
L2_D3	36	88.2430723054,
L2_D3	41	304.129330733,
L2_D3	42	314.361472621,
L2_D3	48	100.172378442,
L2_D3	53	15.6069650515,
L2_D4	10	26.0941694799,
L2_D4	14	213.297367669,
L2_D4	17	6.76826549543,
L2_D4	20	270.42217218,
L2_D4	25	78.359980175,
L2_D4	38	196.8268339,
L2_D4	41	268.551125683,
L2_D4	42	71.526591986,
L2_D4	54	250.687019334,
L2_E1	3	44.4996072536,
L2_E1	13	311.818251224,
L2_E1	15	81.0012444011,
L2_Gamma	2	312.56744548,
L2_Gamma	4	313.498341114,
L2_Gamma	5	189.402191194,
L2_Gamma	9	235.725422624,
L2_Gamma	13	139.831833211,
L2_Gamma	19	67.9670772161,
L2_Gamma	26	216.904670454,233.960766014,
L2_Gamma	39	294.653503141,
L2_Gamma	41	199.349936848,279.794393595,
L2_Gamma	44	144.27498557,
L2_Gamma	47	171.058626311,233.126798352,
L2_Gamma	50	156.987587694,
L34_A1	12	299.144120378,
L34_A2	2	86.0475404735,
L34_A2	16	49.9830667354,
L34_A3	1	46.2831673994,
L34_Alpha	2	117.681919023,
L34_Alpha	6	82.0101066935,
L34_Alpha	28	322.429035406,
L34_Alpha	35	316.147969126,
L34_Alpha	37	303.784600472,
L34_Alpha	38	275.051124783,
L34_Alpha	39	34.0088398473,131.554282494,
L34_Alpha	42	81.6163254131,
L34_Alpha	46	222.5946984,
L34_Alpha	52	0.845073211444,
L34_Alpha	82	70.2187573822,
L34_Alpha	89	157.125748971,
L34_Alpha	106	229.495066339,
L34_Alpha	107	227.762199278,
L34_B1	5	208.14852126,
L34_B1	9	77.4742508663,
L34_B1	22	203.621615947,290.312255117,
L34_B1	26	277.628711791,
L34_B1	28	13.3462947828,
L34_B1	39	188.553770883,
L34_B1	73	125.681318773,
L34_B1	82	330.702386478,
L34_B1	89	204.100120167,
L34_B1	93	263.419869887,
L34_B1	105	192.982973489,
L34_B1	114	86.3114375418,
L34_B1	117	13.698592445,
L34_B1	119	51.1933255722,
L34_B1	128	166.644806782,228.683267446,
L34_B1	143	292.454336411,
L34_B1	158	38.2862941291,
L34_B1	173	26.7597926391,
L34_B1	180	258.040581172,
L34_B1	182	285.516980511,
L34_B1	186	56.6724196349,
L34_B1	197	285.948773325,
L34_B1	198	190.202772224,298.06076237,
L34_B1	201	71.1455575439,
L34_B1	203	94.2341585405,
L34_B1	205	240.036193508,
L34_B1	209	190.5773115,
L34_B1	221	69.2836087715,
L34_B2	4	167.568308997,
L34_B2	8	268.123191754,
L34_B2	26	306.034289686,
L34_B2	33	215.273191192,
L34_B2	34	164.6065048,
L34_B2	52	217.280915997,
L34_B2	56	61.6897819568,
L34_B2	102	132.529039934,
L34_B2	103	23.8487942626,
L34_B2	110	199.692391562,
L34_B2	122	223.781781738,
L34_B2	129	245.865953656,
L34_B2	150	315.338472296,
L34_B2	180	63.4896829294,
L34_B2	190	218.322975468,
L34_B2	206	300.629685593,
L34_B2	217	245.822943987,
L34_B2	221	124.494696426,
L34_B2	235	119.547818974,
L34_B2	237	216.613628377,
L34_B2	250	71.781115032,270.469033036,
L34_B2	263	175.188680682,
L34_B2	297	343.480315637,
L34_B2	314	54.9499172384,
L34_B2	318	41.1514131215,
L34_B2	323	136.712068372,
L34_B2	325	115.700742229,
L34_B2	333	89.7197184585,
L34_B2	359	26.2023528612,
L34_B2	372	231.433246651,
L34_B2	374	100.955353179,
L34_B2	389	157.8678559,
L34_B2	393	50.9503715697,
L34_B2	400	245.481039823,
L34_B2	402	299.854843953,
L34_B2	406	186.074424552,
L34_B2	408	293.05939593,
L34_B2	418	257.896473285,
L34_B3	17	120.698843324,
L34_B3	24	210.34895046,
L34_B3	25	206.688188486,
L34_B3	26	273.023222763,
L34_B3	38	273.149444339,
L34_B3	42	268.718290279,
L34_B3	43	92.1953671904,
L34_B3	47	278.069217808,
L34_B3	60	235.009979383,
L34_B3	63	119.913691635,
L34_B3	72	141.935284391,
L34_B3	85	235.598545819,
L34_B3	86	313.820997449,
L34_B3	87	243.516763294,
L34_B3	90	119.95816267,
L34_B3	93	327.724414417,
L34_B3	96	244.947244318,
L34_B3	105	274.46618906,
L34_B3	110	186.475776327,
L34_B3	117	260.694056243,
L34_B3	124	7.19543164201,48.400899474,
L34_B3	134	103.36029661,
L34_B3	168	91.2329292931,
L34_B3	177	8.84596192247,
L34_B3	185	260.454580044,
L34_B3	186	194.596455337,
L34_B4	26	259.795271645,
L34_B4	33	185.851660849,
L34_B4	35	89.005112551,
L34_B4	38	252.218776614,
L34_Beta	3	331.335274044,
L34_Beta	12	16.7319373665,
L34_Beta	13	3.07592733573,215.072493763,234.46315546,
L34_Beta	18	288.117928044,
L34_Beta	26	322.824477318,
L34_Beta	27	112.004588125,
L34_Beta	28	197.490256102,
L34_C1	6	296.583167982,
L34_C1	14	89.8117829749,
L34_C1	19	196.847363989,
L34_C1	23	72.7348065823,
L34_C1	28	53.8782034452,
L34_C1	33	275.044102109,
L34_C1	44	313.974281211,
L34_C1	50	161.012767413,
L34_C1	75	194.869439399,
L34_C1	76	295.482966941,
L34_C1	87	263.965404924,
L34_C1	107	30.0391769539,
L34_C1	109	26.719230907,
L34_C1	117	117.171792378,280.790837674,
L34_C1	127	287.054144893,
L34_C1	129	263.416762744,
L34_C1	142	327.125745478,
L34_C1	149	120.142166363,
L34_C1	151	319.885726843,
L34_C1	152	222.294686041,
L34_C1	153	194.615616335,
L34_C1	159	313.611729549,
L34_C1	168	293.370087142,
L34_C1	173	30.415364467,89.1813849926,321.576762276,
L34_C1	186	56.0702692777,
L34_C1	187	138.689384863,
L34_C1	211	30.172454299,
L34_C1	218	257.291385273,
L34_C1	222	191.399366917,
L34_C1	227	281.485270418,
L34_C1	230	249.96838992,
L34_C1	232	24.2037069407,
L34_C1	238	84.0248366283,
L34_C1	241	103.830425355,191.394155242,
L34_C1	249	121.190277706,
L34_C1	250	70.1689709755,
L34_C1	274	257.111724795,
L34_C1	278	199.32863474,
L34_C1	284	94.7983677473,
L34_C1	294	12.6015860356,
L34_C1	302	326.033938654,
L34_C1	304	252.89558851,
L34_C1	305	252.510163907,
L34_C1	328	287.759242579,
L34_C1	342	7.83102148391,
L34_C1	346	245.234457592,
L34_C1	353	331.352685885,
L34_C1	357	33.5019872263,81.7646675408,
L34_C1	358	130.446498629,
L34_C1	374	18.9968248777,
L34_C1	375	343.658499367,
