# presynaptic cell type	cell ID	spike times
L2_Alpha	1	176.872793895,
L2_Alpha	13	268.864459008,302.434645072,
L2_Alpha	16	241.305805235,
L2_Alpha	18	199.600761258,
L2_B1	5	212.118204134,
L2_B1	8	211.183691918,
L2_B1	10	222.734754944,
L2_B1	11	268.72488146,
L2_B1	12	276.791970569,
L2_B1	23	181.322258851,
L2_B1	24	322.535003178,
L2_B1	27	164.544647209,
L2_B1	31	46.9959021165,
L2_B1	32	310.978399698,
L2_B1	39	319.497126144,
L2_B1	42	80.8724431183,
L2_B1	43	307.560932563,
L2_B1	54	317.29578441,
L2_B2	20	290.345373318,
L2_B2	22	256.469706939,
L2_B2	23	225.222253561,
L2_B2	32	63.1786236383,
L2_B2	35	62.3473967448,
L2_B2	36	129.47474459,
L2_B2	37	216.870729065,
L2_B2	40	273.857478565,
L2_B2	58	10.9849453962,
L2_B2	63	260.378423531,
L2_B2	92	229.397656636,
L2_B2	98	328.569686572,
L2_B2	106	199.670037331,
L2_B2	108	37.9729473483,
L2_B2	114	40.5196857063,
L2_B2	129	192.069849585,
L2_B2	137	324.168849345,
L2_B2	142	191.607313742,
L2_B2	160	74.6508984484,
L2_B2	162	252.141645774,
L2_B2	168	287.644049473,
L2_B2	177	56.9530844547,
L2_B2	179	331.377745932,
L2_B2	189	185.317461628,
L2_B2	192	46.1472818921,
L2_B2	193	325.945895915,
L2_B2	203	119.60920474,
L2_B2	213	308.506919486,
L2_B2	216	125.172089539,
L2_B2	218	69.1033380201,
L2_B2	228	175.49492506,
L2_B2	232	98.4471231199,
L2_B2	253	239.278887661,
L2_B2	255	156.297846582,
L2_B2	262	264.800984813,
L2_B2	264	216.378410902,
L2_B2	267	191.300686344,
L2_B2	269	160.317653471,
L2_B2	275	47.3542293789,
L2_B2	278	260.685266701,
L2_B3	2	190.913680813,
L2_B3	5	287.361970938,
L2_B3	8	325.195737567,
L2_B3	14	338.112387424,
L2_B3	34	304.534141283,
L2_B3	38	218.132301645,
L2_B3	42	292.217700527,
L2_B3	65	269.748187757,
L2_B3	67	98.8924239516,
L2_B3	70	184.498805076,241.846303318,
L2_B3	72	223.497133906,
L2_B3	76	70.2599519119,
L2_B3	82	241.315667849,260.993315872,336.553388047,
L2_B3	83	284.042683622,
L2_B3	85	169.642197249,333.091814341,
L2_B3	89	195.728686399,
L2_B3	97	129.193277425,
L2_B3	110	135.559490844,
L2_B3	111	166.378535577,172.582217946,
L2_B3	119	312.146713151,
L2_B3	125	257.30850813,
L2_B3	129	162.79599214,245.351899094,
L2_B3	141	70.6923136215,258.80503767,
L2_B4	2	111.555734271,
L2_B4	6	106.648089153,
L2_B4	7	201.318583432,
L2_B4	24	330.566306746,
L2_Beta	3	316.010279252,
L2_Beta	7	28.8949235502,236.336058511,
L2_Beta	18	142.227834176,259.24323526,
L2_Beta	20	178.374601639,
L2_Beta	21	209.748489138,
L2_Beta	23	320.191544254,
L2_Beta	25	185.153301292,
L2_Beta	31	40.3304109333,
L2_Beta	35	223.0683223,
L2_Beta	37	257.803220162,
L2_Beta	52	250.820326854,
L2_Beta	66	334.370926613,
L2_Beta	68	322.99698921,
L2_Beta	69	112.762493871,
L2_C1	12	204.309945592,
L2_C1	22	282.229644119,
L2_C1	24	229.774297685,
L2_C1	31	270.976368141,
L2_C1	40	70.608876701,
L2_C1	41	66.7093235408,
L2_C1	42	251.745240979,
L2_C1	53	55.9456759039,
L2_C1	57	194.726675591,
L2_C1	59	145.677579571,
L2_C1	60	178.80112147,
L2_C1	73	36.3086802804,236.220536298,309.424793516,
L2_C1	74	134.25660969,
L2_C1	83	255.393130884,
L2_C1	93	226.964882932,
L2_C1	98	62.6613469746,73.4438142339,
L2_C1	100	144.670560686,
L2_C1	104	257.814571725,
L2_C1	107	274.325175793,
L2_C1	111	339.975005621,
L2_C1	114	50.2856323397,109.666806645,
L2_C1	123	107.811885054,
L2_C1	127	335.83273779,
L2_C1	128	263.054340679,
L2_C1	131	237.713687309,
L2_C1	132	110.457950498,
L2_C1	137	150.404401569,
L2_C1	143	261.65726229,
L2_C1	164	219.833454494,
L2_C1	166	255.856694145,
L2_C1	170	260.867888949,
L2_C1	173	305.174053476,
L2_C1	174	167.926643251,
L2_C1	189	243.462082512,
L2_C1	196	269.751405586,
L2_C1	201	69.4219120949,
L2_C1	217	63.1923732945,
L2_C1	232	200.404301934,
L2_C1	242	113.088051228,
L2_C1	245	217.958037359,
L2_C1	250	1.2449814616,
L2_C1	262	10.8508716058,
L2_C1	268	97.2577009945,
L2_C1	289	226.891170684,
L2_C2	7	217.854256983,
L2_C2	11	196.404531714,
L2_C2	18	72.3836188079,
L2_C2	25	44.2967593811,
L2_C2	37	193.877146106,
L2_C2	41	117.565592431,
L2_C2	50	24.9256223076,
L2_C2	63	89.5021659628,
L2_C2	72	3.4691713638,
L2_C2	75	269.875764412,
L2_C2	80	270.307378762,
L2_C2	87	221.243981249,
L2_C2	91	17.3138922899,
L2_C2	94	288.324960752,
L2_C2	107	109.2941755,
L2_C2	127	12.5423286774,
L2_C2	136	201.20767257,
L2_C2	152	110.385534791,
L2_C2	154	263.866921116,
L2_C2	158	166.48621548,
L2_C2	172	250.158512211,290.498901022,
L2_C2	173	247.564535225,
L2_C2	182	92.1903965596,
L2_C2	184	186.760970618,
L2_C2	185	288.760399987,
L2_C2	191	3.19665448412,
L2_C2	194	148.77273323,192.286321423,
L2_C2	198	64.9329533108,
L2_C2	214	256.410294557,
L2_C2	216	280.642253159,
L2_C2	219	30.0068598872,
L2_C2	222	109.908187691,
L2_C2	224	124.61895673,
L2_C2	249	240.124733066,
L2_C2	260	263.324190595,
L2_C2	262	85.51347715,
L2_C2	281	116.742972317,
L2_C2	291	148.242838476,
L2_C2	296	246.811638156,
L2_C2	301	338.06673319,
L2_C2	314	251.030511396,
L2_C2	329	49.1943440698,
L2_C2	332	247.399620325,
L2_C2	334	232.98540587,
L2_C2	339	110.26128663,
L2_C2	363	262.191162393,
L2_C2	367	31.3564050352,182.862708226,
L2_C2	371	288.543046772,
L2_C2	375	310.3975951,
L2_C2	376	101.855227556,
L2_C2	377	246.122827877,
L2_C2	379	168.813000635,
L2_C2	400	90.5358047538,293.862952173,
L2_C2	401	176.032032609,
L2_C2	407	53.6897358109,
L2_C2	425	210.45234071,234.138817088,
L2_C2	434	17.0951293132,
L2_C2	441	85.5569701731,
L2_C2	458	293.712209086,
L2_C2	460	237.890911496,
L2_C2	467	166.836706934,
L2_C2	482	95.9193678765,
L2_C2	489	337.22000456,
L2_C2	491	196.222630503,
L2_C2	501	72.5652768997,
L2_C2	506	186.095847756,
L2_C2	515	327.537804429,
L2_C2	517	238.997510776,
L2_C2	526	47.2741829485,
L2_C2	538	28.4828939829,
L2_C2	540	331.278293272,
L2_C2	541	259.515288172,
L2_C2	549	145.078495475,
L2_C2	552	171.911332897,
L2_C2	554	260.087744847,
L2_C2	557	307.332526819,
L2_C2	565	53.8888473718,
L2_C2	566	112.091589932,
L2_C2	574	315.77192959,
L2_C2	579	202.068677252,253.67952053,
L2_C2	591	124.36382641,
L2_C2	598	180.916224672,
L2_C2	604	9.31942347277,
L2_C2	608	24.6500442519,
L2_C2	610	303.049196076,
L2_C2	615	161.901509008,
L2_C2	630	333.407246877,
L2_C2	635	102.640922666,
L2_C2	638	34.2371074618,
L2_C2	639	250.066602396,
L2_C2	644	273.454223082,
L2_C2	648	84.3269886115,
L2_C2	652	275.717674674,
L2_C2	661	256.643891233,
L2_C2	665	24.6663392398,
L2_C2	672	58.7977905667,
L2_C2	676	304.751708336,
L2_C2	681	25.8939668597,63.8293114965,
L2_C2	683	296.439380295,
L2_C2	694	210.011270467,
L2_C2	696	188.873593912,
L2_C2	697	138.271416472,
L2_C2	701	178.771057306,
L2_C2	704	114.913430684,132.199220676,
L2_C2	719	55.6331685929,
L2_C2	731	174.551257928,
L2_C2	734	83.5168612272,92.3197266042,
L2_C2	753	272.508042755,
L2_C2	769	253.988905309,
L2_C2	775	269.172553371,
L2_C2	791	335.263865493,
L2_C2	805	293.241875902,325.435395923,
L2_C2	811	316.476599117,
L2_C2	815	284.910175125,
L2_C2	819	168.621149412,
L2_C2	821	220.203530849,
L2_C2	822	21.6347216404,
L2_C2	825	327.653408713,
L2_C2	832	117.17760416,
L2_C2	837	9.72017807021,
L2_C2	839	39.2017209873,205.009895807,
L2_C2	840	4.09370502897,
L2_C2	849	337.433154098,
L2_C2	852	285.996116778,
L2_C2	854	156.891038265,
L2_C2	857	287.325106404,
L2_C2	858	309.021045649,
L2_C2	863	138.878837795,
L2_C2	864	54.4755208041,
L2_C2	870	68.6492888438,235.68341583,
L2_C2	900	146.16613576,
L2_C2	915	252.062784319,
L2_C2	923	89.2676585711,
L2_C2	924	287.03818169,
L2_C2	927	256.27754501,
L2_C2	933	309.246023364,
L2_C2	950	249.843544215,
L2_C2	963	263.268269897,
L2_C2	969	86.956458728,
L2_C2	971	49.6369006252,
L2_C2	976	92.1607503605,
L2_C2	977	228.009533287,
L2_C2	978	293.961361786,
L2_C2	982	73.9612460443,
L2_C2	984	191.025458635,
L2_C2	993	311.669364729,
L2_C2	997	61.425528896,
L2_C2	999	294.39079691,
L2_C2	1000	278.382606593,
L2_C2	1005	69.159572457,
L2_C2	1006	198.730286889,
L2_C2	1011	274.449230545,
L2_C2	1012	87.9577380631,
L2_C2	1016	177.39006179,
L2_C2	1021	305.355836623,
L2_C2	1022	25.0863496793,
L2_C2	1031	182.705152259,
L2_C2	1033	148.949417435,
L2_C2	1040	256.474548413,
L2_C2	1048	209.188872015,
L2_C2	1051	113.852510051,
L2_C2	1056	263.532507722,
L2_C2	1060	336.628457732,
L2_C2	1066	327.423329615,
L2_C2	1067	95.3573136284,
L2_C2	1077	215.530105325,
L2_C2	1080	278.316448924,
L2_C2	1082	81.9758228712,
L2_C2	1086	266.665284127,
L2_C2	1091	316.519638829,
L2_C2	1100	302.882253287,
L2_C2	1104	46.7599113887,
L2_C2	1121	224.879286052,
L2_C2	1137	267.144067984,315.598511727,
L2_C2	1163	8.14014858147,
L2_C2	1169	220.623271413,
L2_C2	1171	246.076769771,
L2_C2	1172	102.323072196,
L2_C3	7	181.77898982,
L2_C3	8	221.628807138,229.227241943,
L2_C3	17	55.8091010044,
L2_C3	21	142.813106617,
L2_C3	23	190.96758326,
L2_C3	29	290.328120088,
L2_C3	31	227.896011781,
L2_C3	41	197.025314706,
L2_C3	42	169.947449456,
L2_C3	49	229.684928129,
L2_C3	60	156.514069576,197.291147923,
L2_C3	64	334.712259655,
L2_C3	73	59.0976820579,
L2_C3	74	267.637132179,
L2_C3	86	170.034624809,
L2_C3	87	206.254277345,
L2_C3	90	248.032693805,
L2_C3	95	230.179175566,
L2_C3	102	229.404519265,
L2_C3	120	91.8760471955,
L2_C3	127	30.6692515563,
L2_C3	132	91.3163196115,
L2_C3	134	149.434841234,
L2_C3	138	145.993133979,290.467912667,
L2_C3	148	180.231974735,
L2_C3	168	258.722013208,330.986832675,
L2_C3	170	157.716541188,
L2_C3	172	260.780196077,
L2_C3	174	7.09341348816,332.772084614,
L2_C3	181	214.508997559,
L2_C3	184	69.156014904,
L2_C3	185	12.2230473905,
L2_C3	188	226.397613099,
L2_C3	192	288.163324866,
L2_C3	196	75.7821914114,
L2_C3	198	68.5975796263,
L2_C3	201	175.031240437,
L2_C3	209	58.4535747591,
L2_C3	211	319.974194269,
L2_C3	218	69.1520196064,
L2_C3	220	256.110400822,
L2_C3	241	123.701059807,
L2_C3	245	94.9376690952,
L2_C3	248	202.363932126,
L2_C3	249	164.218542972,
L2_C3	252	150.522513688,
L2_C3	254	268.142946338,
L2_C3	261	83.3001753603,
L2_C3	263	44.0370984936,
L2_C3	269	113.239667506,
L2_C3	276	315.584041943,
L2_C3	278	86.2057950905,
L2_C3	295	169.709375734,254.718083194,
L2_C3	297	283.0108013,
L2_C4	16	236.229173782,
L2_D1	1	56.1319910084,
L2_D1	2	129.0446402,
L2_D1	6	93.7474056795,
L2_D1	25	92.6587158061,
L2_D1	55	113.069918579,
L2_D1	57	198.284493203,
L2_D1	75	294.688442302,
L2_D1	79	30.521476782,
L2_D1	80	326.036946523,
L2_D1	88	118.317660999,
L2_D1	89	186.72620845,
L2_D1	95	317.7189727,
L2_D2	9	81.2105173383,
L2_D2	11	109.450980192,
L2_D2	19	32.7273645684,
L2_D2	24	301.469710488,
L2_D2	27	336.482656428,
L2_D2	28	117.275657322,
L2_D2	29	282.151093285,
L2_D2	31	334.647134982,
L2_D2	51	268.804719415,
L2_D2	61	153.993274998,
L2_D2	68	123.143189043,
L2_D2	73	234.655748459,
L2_D2	79	289.915230229,
L2_D2	80	238.424271229,
L2_D2	81	315.359480988,
L2_D2	84	185.873102691,
L2_D2	86	87.4548905492,
L2_D2	103	40.0085787505,
L2_D2	107	23.9856924795,
L2_D2	109	115.113133131,
L2_D2	140	48.2494162814,
L2_D2	146	64.9727947464,
L2_D2	157	90.8525622513,
L2_D2	171	269.4883611,
L2_D2	182	241.475456216,343.641437331,
L2_D2	185	72.7064015807,
L2_D2	201	59.8296011354,
L2_D2	205	146.312148398,
L2_D2	208	302.913361102,311.155995166,
L2_D2	214	241.51469092,
L2_D2	217	203.725394535,
L2_D2	224	280.833385857,
L2_D2	231	109.444025152,
L2_D2	233	272.651574325,
L2_D2	235	299.478777716,
L2_D2	236	33.1133430727,
L2_D2	237	94.9592692883,
L2_D2	249	180.663438971,
L2_D2	251	297.94784449,
L2_D2	253	149.709920948,
L2_D2	258	294.046603237,
L2_D2	260	107.305409538,
L2_D2	265	155.70756141,
L2_D2	271	184.755827871,
L2_D2	278	288.485059795,
L2_D2	279	337.134107342,
L2_D2	284	12.6869940702,
L2_D2	286	214.864889427,
L2_D2	287	108.288663241,
L2_D2	292	171.959095895,
L2_D2	294	53.8230308012,
L2_D2	302	200.280173423,
L2_D2	305	80.9432439155,112.336513715,249.583629418,
L2_D2	312	84.0394044666,
L2_D2	314	284.621996809,
L2_D3	1	223.922157382,
L2_D3	8	202.449525994,
L2_D3	14	47.0246562534,
L2_D3	21	149.378159383,
L2_D3	38	15.4347468848,281.90980436,
L2_D3	46	175.063451755,
L2_D3	53	112.393475661,189.19971277,
L2_D3	55	238.418125196,
L2_D3	56	256.434906977,
L2_D4	7	14.6156780332,
L2_D4	8	168.941136836,
L2_D4	21	49.3013296479,
L2_D4	24	64.5129391317,
L2_D4	27	337.504013845,
L2_D4	31	324.730408913,
L2_D4	34	293.534279663,
L2_D4	60	20.6340848055,
L2_D4	61	36.9216607611,
L2_D4	65	160.812885125,
L2_E1	5	297.351199041,
L2_E1	7	48.5452249682,
L2_E1	16	59.2917133514,
L2_E2	0	271.700288738,
L2_Gamma	5	338.720373523,
L2_Gamma	7	192.285930126,
L2_Gamma	9	235.140471268,
L2_Gamma	10	205.332499681,241.258626888,
L2_Gamma	27	178.803555298,
L2_Gamma	46	137.928990428,
L34_A1	8	38.4222634806,
L34_A1	17	118.0048123,
L34_Alpha	34	292.149180847,
L34_Alpha	54	43.2697592771,238.470477816,
L34_Alpha	57	157.714441392,
L34_Alpha	66	172.403320894,
L34_Alpha	86	291.881689868,
L34_Alpha	99	88.4978261637,
L34_Alpha	110	294.797044703,
L34_B1	1	249.762164044,
L34_B1	37	37.5732219611,
L34_B1	43	329.181675995,
L34_B1	67	209.764391537,
L34_B1	93	123.8500692,234.096896274,
L34_B1	94	337.774080142,
L34_B1	106	343.635403466,
L34_B1	113	285.817143175,
L34_B1	121	92.4039212391,
L34_B1	135	69.6285045196,
L34_B1	141	4.2605105688,329.983337421,
L34_B1	150	305.622124168,
L34_B1	153	338.138776812,
L34_B1	160	279.348865754,
L34_B1	162	292.833119856,
L34_B1	165	250.423274967,
L34_B1	186	55.0733176,
L34_B1	199	74.0596595494,
L34_B1	204	131.086693741,
L34_B1	206	283.573857935,
L34_B1	225	73.9798115381,
L34_B1	234	140.729064562,
L34_B2	39	55.4243434905,
L34_B2	40	122.809712816,
L34_B2	43	240.209430956,
L34_B2	52	334.141598828,
L34_B2	53	306.227914477,
L34_B2	54	280.476895856,
L34_B2	60	133.635279526,
L34_B2	68	87.0470061035,
L34_B2	74	15.6446306859,
L34_B2	78	49.41200431,
L34_B2	103	125.948321714,
L34_B2	109	247.323280661,
L34_B2	110	159.2605953,
L34_B2	116	3.40457182255,
L34_B2	125	283.591251642,
L34_B2	138	342.751719675,
L34_B2	139	235.515431996,
L34_B2	153	283.832462009,
L34_B2	173	259.479724199,
L34_B2	186	73.7143256767,
L34_B2	190	226.869680715,
L34_B2	203	284.986381685,
L34_B2	216	156.865992911,
L34_B2	218	214.941324433,
L34_B2	231	284.574888007,
L34_B2	232	29.2800245164,
L34_B2	245	3.46212973933,
L34_B2	254	10.0922340953,
L34_B2	260	214.604151808,223.935619177,
L34_B2	266	48.7116013001,
L34_B2	267	18.0428789876,
L34_B2	278	72.3234875393,
L34_B2	290	239.229620625,
L34_B2	291	49.4309121391,
L34_B2	296	84.1521148743,
L34_B2	311	119.734447489,
L34_B2	317	135.269181636,
L34_B2	338	146.719892929,
L34_B2	349	27.3057118653,
L34_B2	353	247.240641245,
L34_B2	361	94.3797632325,
L34_B2	363	10.1478657792,
L34_B2	378	285.001213598,
L34_B2	388	132.216478617,
L34_B2	389	178.438580098,
L34_B2	390	277.716108636,
L34_B2	405	159.616673195,
L34_B2	407	240.670338949,
L34_B2	425	165.083884869,
L34_B3	10	273.305592153,
L34_B3	18	317.855669304,
L34_B3	24	262.7248296,
L34_B3	49	206.174587278,
L34_B3	52	75.2000015961,
L34_B3	57	44.5968436946,
L34_B3	63	135.119125162,
L34_B3	72	35.5175586021,
L34_B3	88	283.444585853,
L34_B3	91	109.372165289,
L34_B3	103	333.680611631,
L34_B3	105	100.811810612,
L34_B3	117	112.071581828,
L34_B3	130	260.312446573,
L34_B3	133	112.699669635,
L34_B3	141	273.318906672,
L34_B3	145	168.641963224,
L34_B3	146	21.4623603788,
L34_B3	161	248.166133681,
L34_B3	167	134.664738471,
L34_B3	172	54.8399701876,
L34_B3	175	25.9420398283,
L34_B4	7	137.901220899,
L34_B4	41	11.975565498,
L34_B4	44	325.170620278,
L34_B4	52	300.138895231,
L34_Beta	12	109.626578285,
L34_Beta	14	205.307719963,
L34_Beta	16	261.803685426,
L34_Beta	27	239.45236959,
L34_C1	8	283.798894279,
L34_C1	19	214.714963778,
L34_C1	28	259.012580075,
L34_C1	31	166.003994437,
L34_C1	43	4.24203742134,
L34_C1	45	319.267505512,
L34_C1	58	280.006952328,
L34_C1	60	106.778924843,
L34_C1	66	4.02012397295,
L34_C1	74	257.625163033,260.44578245,
L34_C1	81	21.6241289028,
L34_C1	85	42.0994289248,
L34_C1	88	280.228200903,
L34_C1	95	269.619744688,
L34_C1	99	210.781554832,221.59809761,
L34_C1	117	61.2758926082,
L34_C1	123	96.4215953381,
L34_C1	128	212.595690293,
L34_C1	140	48.4632065302,
L34_C1	158	69.5181290448,
L34_C1	169	41.3324411972,
L34_C1	170	282.851283817,331.145424331,
L34_C1	173	120.823828915,310.615353129,
L34_C1	176	172.877212176,
L34_C1	192	83.0222689854,
L34_C1	195	257.296703611,
L34_C1	212	252.57949459,
L34_C1	220	293.310921957,
L34_C1	236	225.076018358,
L34_C1	251	226.030670248,295.857191512,
L34_C1	268	131.404181981,155.227862481,
L34_C1	271	199.509618913,
L34_C1	278	222.151093884,
L34_C1	279	344.461836594,
L34_C1	281	318.578721021,
L34_C1	282	245.284415316,272.857123862,
L34_C1	284	334.220535578,
L34_C1	285	177.598957158,
L34_C1	288	154.047552019,
L34_C1	289	279.915453129,
L34_C1	291	48.4208323526,
L34_C1	316	207.084061251,
L34_C1	324	276.986407378,
L34_C1	340	23.364014411,321.073319101,
L34_C1	349	257.938121852,
L34_C1	350	293.222877158,
L34_C1	354	11.4859834918,
L34_C1	390	5.57628685719,302.421127748,
L34_C1	397	224.97178811,
L34_C2	3	52.8528915721,
L34_C2	14	282.389898764,
L34_C2	15	263.415590794,
L34_C2	35	258.482586131,
L34_C2	36	259.185438155,
L34_C2	51	61.3577961284,
L34_C2	56	290.038724477,
L34_C2	57	294.427333098,
L34_C2	66	124.977613813,
L34_C2	88	28.4724095807,
L34_C2	94	265.683530413,
L34_C2	99	265.491743743,
L34_C2	105	277.933738384,
L34_C2	107	323.927166663,
L34_C2	113	207.925087121,
L34_C2	119	201.927114535,
L34_C2	138	83.116320678,
L34_C2	159	264.739728891,
L34_C2	164	264.88147109,
L34_C2	175	154.356974965,
L34_C2	189	183.884672533,
L34_C2	198	107.18380412,257.359403992,263.061695193,
L34_C2	201	159.571134839,
L34_C2	220	287.564919359,
