-6154.363541	-5690.250000	-33.700000 
-6154.977893	-5689.750000	-33.700000 
-6155.286855	-5689.250000	-33.700000 
-6155.695363	-5688.750000	-33.700000 
-6156.047890	-5688.250000	-33.700000 
-6156.220146	-5687.750000	-33.700000 
-6156.382484	-5687.250000	-33.700000 
-6156.544821	-5686.750000	-33.700000 
-6156.707159	-5686.250000	-33.700000 
-6156.914085	-5685.750000	-33.700000 
-6157.215761	-5685.250000	-33.700000 
-6157.520371	-5684.750000	-33.700000 
-6157.870930	-5684.250000	-33.700000 
-6158.221490	-5683.750000	-33.700000 
-6158.572050	-5683.250000	-33.700000 
-6158.922609	-5682.750000	-33.700000 
-6159.273169	-5682.250000	-33.700000 
-6159.581946	-5681.750000	-33.700000 
-6159.895733	-5681.250000	-33.700000 
-6160.230862	-5680.750000	-33.700000 
-6160.565991	-5680.250000	-33.700000 
-6160.875710	-5679.750000	-33.700000 
-6161.052020	-5679.250000	-33.700000 
-6161.228330	-5678.750000	-33.700000 
-6161.404640	-5678.250000	-33.700000 
-6161.596242	-5677.750000	-33.700000 
-6161.812794	-5677.250000	-33.700000 
-6162.029346	-5676.750000	-33.700000 
-6162.245898	-5676.250000	-33.700000 
-6162.462451	-5675.750000	-33.700000 
-6162.679003	-5675.250000	-33.700000 
-6162.773311	-5674.750000	-33.700000 
-6162.905297	-5674.250000	-33.700000 
-6163.104267	-5673.750000	-33.700000 
-6163.303237	-5673.250000	-33.700000 
-6163.502208	-5672.750000	-33.700000 
-6163.677300	-5672.250000	-33.700000 
-6163.767735	-5671.750000	-33.700000 
-6163.873511	-5671.250000	-33.700000 
-6164.155698	-5670.750000	-33.700000 
-6164.437885	-5670.250000	-33.700000 
-6164.720072	-5669.750000	-33.700000 
-6165.538001	-5669.250000	-33.700000 
-6983.340000	-3249.350000	850.000000 
-6874.900000	-3304.470000	850.000000 
-6828.350000	-3380.120000	850.000000 
-6523.760000	-3492.360000	850.000000 
-6325.310000	-3641.670000	850.000000 
-6154.570000	-3658.720000	850.000000 
-5979.050000	-3851.390000	850.000000 
-5949.650000	-4102.160000	850.000000 
-5925.530000	-4199.250000	850.000000 
-5694.790000	-4279.090000	850.000000 
-5359.590000	-4589.470000	850.000000 
-5278.460000	-4687.850000	850.000000 
-5105.930000	-5012.090000	850.000000 
-5006.660000	-5277.620000	850.000000 
-4898.950000	-5527.900000	850.000000 
-4772.300000	-5637.010000	850.000000 
-4699.300000	-5632.420000	850.000000 
-4569.330000	-5779.090000	850.000000 
-4570.140000	-5906.120000	850.000000 
-4573.500000	-6145.560000	850.000000 
-4502.110000	-6303.400000	850.000000 
-4459.770000	-6456.410000	850.000000 
-4435.500000	-6671.480000	850.000000 
-4364.440000	-6935.530000	850.000000 
-4273.940000	-7260.420000	850.000000 
-4248.860000	-7440.120000	850.000000 
-4245.040000	-7729.710000	850.000000 
-4235.200000	-7846.570000	850.000000 
-4269.780000	-7902.020000	850.000000 
-4359.580000	-7912.480000	850.000000 
-4294.950000	-8093.070000	850.000000 
-4300.680000	-8253.310000	850.000000 
-4424.120000	-8369.220000	850.000000 
-4509.660000	-8467.250000	850.000000 
-4511.880000	-8565.100000	850.000000 
-4370.570000	-8762.010000	850.000000 
-4103.390000	-8553.560000	850.000000 
-3975.040000	-8771.000000	850.000000 
-4147.350000	-8837.900000	850.000000 
-4522.870000	-8956.410000	850.000000 
-4517.280000	-9077.340000	850.000000 
-4690.730000	-9194.200000	850.000000 
-4621.280000	-9254.100000	850.000000 
-4550.400000	-9251.540000	850.000000 
-4437.990000	-9437.380000	850.000000 
-4647.260000	-9572.170000	850.000000 
-5021.210000	-9621.990000	850.000000 
-4944.000000	-9798.700000	850.000000 
-4670.630000	-9867.400000	850.000000 
-4644.140000	-9984.640000	850.000000 
-4529.410000	-10068.500000	850.000000 
-4416.900000	-10250.200000	850.000000 
-4397.790000	-10600.500000	850.000000 
-4482.390000	-10656.900000	850.000000 
-4539.260000	-10868.000000	850.000000 
-4647.790000	-10969.700000	850.000000 
-4698.370000	-11087.300000	850.000000 
-4801.230000	-11214.100000	850.000000 
-5040.820000	-11400.300000	850.000000 
-5176.890000	-11430.500000	850.000000 
-5348.110000	-11541.100000	850.000000 
-5628.810000	-11703.500000	850.000000 
-6065.880000	-11872.600000	850.000000 
-6604.910000	-11945.800000	850.000000 
-7056.780000	-11941.800000	850.000000 
-7391.040000	-11894.600000	850.000000 
-7769.440000	-11681.900000	850.000000 
-8162.170000	-11458.400000	850.000000 
-8437.670000	-11208.500000	850.000000 
-8626.910000	-10920.900000	850.000000 
-8848.370000	-10493.100000	850.000000 
-9134.460000	-10067.900000	850.000000 
-9261.110000	-9500.580000	850.000000 
-9208.590000	-9206.020000	850.000000 
-9106.630000	-8752.210000	850.000000 
-8979.690000	-8482.250000	850.000000 
-8832.780000	-8341.880000	850.000000 
-8777.520000	-8201.500000	850.000000 
-8682.750000	-8155.750000	850.000000 
-8533.430000	-7909.210000	850.000000 
-8360.080000	-7704.870000	850.000000 
-8267.680000	-7488.280000	850.000000 
-8222.540000	-7060.250000	850.000000 
-8140.730000	-6760.100000	850.000000 
-7953.660000	-6593.570000	850.000000 
-7857.140000	-6562.440000	850.000000 
-7757.650000	-6491.800000	850.000000 
-7885.430000	-6066.090000	850.000000 
-8164.800000	-5711.910000	850.000000 
-8520.820000	-5064.400000	850.000000 
-8611.460000	-4745.750000	850.000000 
-8488.440000	-4282.000000	850.000000 
-8437.060000	-4037.400000	850.000000 
-8204.050000	-3774.020000	850.000000 
